GENE_ID	GENE_NAME	GENE_DESCRIPTION	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000018428.16	Akap1	A kinase (PRKA) anchor protein 1 	2704.805669	0.162281969	0.044443027	3.65146078	0.000260753	0.023241021
ENSMUSG00000035042.3	Ccl5	chemokine (C-C motif) ligand 5 	6.207041131	3.548698029	0.972416211	3.649361242	0.000262893	NA
ENSMUSG00000054793.9	Cadm4	cell adhesion molecule 4 	6007.776481	0.168318336	0.046228633	3.640997484	0.000271584	0.024075536
ENSMUSG00000026271.16	Gpr35	G protein-coupled receptor 35 	53.82829728	-1.186627048	0.32662437	-3.633002176	0.000280143	0.02470075
ENSMUSG00000029561.18	Oasl2	2'-5' oligoadenylate synthetase-like 2 	253.658174	0.978307445	0.269651578	3.628042728	0.000285578	0.025045344
ENSMUSG00000053063.12	Clec12a	C-type lectin domain family 12, member a 	220.9721366	-0.53657204	0.148167128	-3.621397319	0.000293016	0.025553881
ENSMUSG00000001833.18	Septin7	septin 7 	10237.8733	-0.168420563	0.046523774	-3.62009673	0.000294493	0.025553881
ENSMUSG00000028691.13	Prdx1	peroxiredoxin 1 	5594.138605	-0.178330264	0.049303174	-3.617013838	0.000298021	0.02572395
ENSMUSG00000043279.10	Trim56	tripartite motif-containing 56 	578.3813727	0.322656499	0.089247676	3.615293004	0.000300008	0.025759859
ENSMUSG00000040229.12	Gpr34	G protein-coupled receptor 34 	499.2568659	-0.341897994	0.094709129	-3.609979296	0.000306221	0.026156415
ENSMUSG00000028894.19	Inpp5b	inositol polyphosphate-5-phosphatase B 	1490.886021	-0.406133879	0.112765569	-3.601576995	0.000316293	0.026876687
ENSMUSG00000118664.1	TUSC3	tumor suppressor candidate 3 	7147.649535	-0.174761644	0.048557748	-3.599047529	0.000319385	0.026999541
ENSMUSG00000057123.15	Gja5	gap junction protein, alpha 5 	33.9848257	-1.055809306	0.294031013	-3.590809336	0.000329653	0.02772464
ENSMUSG00000032517.17	Mobp	myelin-associated oligodendrocytic basic protein 	74289.00026	0.406541672	0.11346706	3.582904794	0.000339794	0.028431783
ENSMUSG00000000214.12	Th	tyrosine hydroxylase 	341.9225428	0.517273136	0.144563854	3.578163707	0.000346017	0.02867782
ENSMUSG00000034936.3	Arl4d	ADP-ribosylation factor-like 4D 	1165.175804	-0.241403968	0.067478818	-3.577477715	0.000346926	0.02867782
ENSMUSG00000058600.14	Rpl30	ribosomal protein L30 	5002.954573	-0.158665678	0.044394848	-3.573965989	0.000351615	0.02867782
ENSMUSG00000054162.16	Spock3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 	12662.82804	-0.19993	0.055955379	-3.573025604	0.00035288	0.02867782
ENSMUSG00000051977.17	Prdm9	PR domain containing 9 	147.3378019	0.701950673	0.196470451	3.572805324	0.000353177	0.02867782
ENSMUSG00000019761.11	Krt10	keratin 10 	738.0408576	-0.43382315	0.121492673	-3.570776256	0.000355925	0.02867782
ENSMUSG00000037605.17	Adgrl3	adhesion G protein-coupled receptor L3 	4422.873528	-0.22703598	0.063590435	-3.570285059	0.000356593	0.02867782
ENSMUSG00000027170.13	Eif3m	eukaryotic translation initiation factor 3, subunit M 	2287.317916	-0.181122888	0.05073202	-3.570188744	0.000356724	0.02867782
ENSMUSG00000026048.17	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5 	1216.117484	-0.194576706	0.054702696	-3.55698566	0.000375135	0.03001077
ENSMUSG00000040877.17	Wdr25	WD repeat domain 25 	341.8240687	0.62613053	0.176205542	3.553409977	0.000380271	0.03020147
ENSMUSG00000030868.7	Dctn5	dynactin 5 	2985.780775	0.178211398	0.050161292	3.552767324	0.000381201	0.03020147
ENSMUSG00000021097.16	Clmn	calmin 	4546.595681	-0.208538343	0.059070981	-3.530300959	0.000415087	0.032616304
ENSMUSG00000018554.14	Ybx2	Y box protein 2 	56.90870943	0.960636075	0.272210762	3.529015787	0.000417108	0.032616304
ENSMUSG00000082585.4	Gm15387	predicted gene 15387 	80.39271673	-9.757786116	2.765537547	-3.528350619	0.000418158	0.032616304
ENSMUSG00000004707.15	Ly9	lymphocyte antigen 9 	27.56552695	1.224005978	0.347087201	3.526508542	0.000421078	0.032616304
ENSMUSG00000023992.15	Trem2	triggering receptor expressed on myeloid cells 2 	595.0427504	0.312506014	0.088624917	3.526164251	0.000421625	0.032616304
ENSMUSG00000030638.14	Sh3gl3	SH3-domain GRB2-like 3 	1962.033897	-0.225551061	0.064052879	-3.521325871	0.000429395	0.033061367
ENSMUSG00000032997.17	Chpf	chondroitin polymerizing factor 	2539.487978	0.224935877	0.063940597	3.517888288	0.000434995	0.033336099
ENSMUSG00000032368.15	Zic1	zinc finger protein of the cerebellum 1 	727.2310527	0.873862835	0.248535774	3.516044477	0.000438028	0.033412338
ENSMUSG00000029212.12	Gabrb1	gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 	5223.174341	0.277775981	0.079190823	3.507678933	0.000452034	0.034204819
ENSMUSG00000070366.6	Plpp4	phospholipid phosphatase 4 	111.8685218	0.609982502	0.173915338	3.507353109	0.000452588	0.034204819
ENSMUSG00000030707.16	Coro1a	coronin, actin binding protein 1A 	1322.78141	-0.257022922	0.073322792	-3.505361895	0.000455987	0.034303609
ENSMUSG00000008489.19	Elavl2	ELAV like RNA binding protein 1 	1393.278429	0.657420378	0.187695856	3.50258334	0.00046077	0.034469904
ENSMUSG00000019124.11	Scrn1	secernin 1 	17692.85921	-0.115318077	0.032932576	-3.501641621	0.000462401	0.034469904
ENSMUSG00000039316.15	Rftn1	raftlin lipid raft linker 1 	492.7562296	-0.3314965	0.09473797	-3.499088065	0.000466852	0.034644248
ENSMUSG00000063457.15	Rps15	ribosomal protein S15 	8326.556334	-0.133801205	0.038272301	-3.496032428	0.000472231	0.034885556
ENSMUSG00000019122.9	Ccl9	chemokine (C-C motif) ligand 9 	69.2588379	-1.78133653	0.510011874	-3.492735403	0.0004781	0.035160717
ENSMUSG00000021919.9	Chat	choline acetyltransferase 	1136.061245	0.754101223	0.216022036	3.490853229	0.000481481	0.035251264
ENSMUSG00000027583.14	Zbtb46	zinc finger and BTB domain containing 46 	312.6368119	-0.436021673	0.125213177	-3.482234718	0.000497248	0.036243827
ENSMUSG00000020841.6	Cpd	carboxypeptidase D 	4763.032182	-0.144893196	0.041640577	-3.479615464	0.000502134	0.036285444
ENSMUSG00000041377.13	Ninj2	ninjurin 2 	85.8399596	-0.629661647	0.180960295	-3.479556928	0.000502244	0.036285444
ENSMUSG00000037326.11	Capn15	calpain 15 	2319.980007	0.195309324	0.056231117	3.473331713	0.00051404	0.036974779
ENSMUSG00000010505.17	Myt1	myelin transcription factor 1 	778.2020999	-0.329920794	0.095224921	-3.464647583	0.000530927	0.037838876
ENSMUSG00000038390.12	Gpr162	G protein-coupled receptor 162 	4385.333222	0.187137423	0.054046529	3.462524363	0.000535133	0.037838876
ENSMUSG00000034792.9	Gna15	guanine nucleotide binding protein, alpha 15 	76.68389044	0.676025557	0.195314338	3.461218288	0.000537737	0.037838876
ENSMUSG00000053768.14	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3 	1854.123068	0.190604387	0.055071804	3.461015842	0.000538141	0.037838876
ENSMUSG00000038346.19	Zfp384	zinc finger protein 384 	1760.13774	0.240520078	0.069501189	3.460661323	0.00053885	0.037838876
ENSMUSG00000025650.14	Col7a1	collagen, type VII, alpha 1 	331.5535668	0.951355153	0.274947073	3.46013923	0.000539896	0.037838876
ENSMUSG00000037946.12	Fgd3	FYVE, RhoGEF and PH domain containing 3 	516.9597407	-0.272232783	0.078792152	-3.455074842	0.00055014	0.037978387
ENSMUSG00000034731.12	Dgkh	diacylglycerol kinase, eta 	8204.895064	-0.184662959	0.053446927	-3.455071576	0.000550147	0.037978387
ENSMUSG00000036578.8	Fxyd7	FXYD domain-containing ion transport regulator 7 	488.9215637	-0.568372502	0.164504467	-3.455058159	0.000550174	0.037978387
ENSMUSG00000042770.9	Hebp1	heme binding protein 1 	976.5813029	-0.301238743	0.087199805	-3.454580448	0.00055115	0.037978387
ENSMUSG00000018189.13	Uchl5	ubiquitin carboxyl-terminal esterase L5 	1240.150549	0.391034541	0.113498475	3.445284538	0.000570459	0.03891124
ENSMUSG00000037996.18	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	22444.698	-0.206542205	0.059953945	-3.445014418	0.000571029	0.03891124
ENSMUSG00000038619.13	Ensa	endosulfine alpha 	8215.287363	-0.155097085	0.045025537	-3.444647094	0.000571805	0.03891124
ENSMUSG00000028899.12	Taf12	TATA-box binding protein associated factor 12 	577.7464113	0.330223271	0.095944634	3.441810721	0.000577834	0.039159027
ENSMUSG00000010362.10	Rdm1	RAD52 motif 1 	158.0400791	-0.582485016	0.169330639	-3.43992687	0.000581871	0.039270332
ENSMUSG00000034118.16	Tpst1	protein-tyrosine sulfotransferase 1 	1894.507979	-0.281480934	0.081928011	-3.435710592	0.000591002	0.039656339
ENSMUSG00000044177.5	Wfikkn2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 	32.39493678	-1.638178438	0.47689979	-3.435058	0.000592427	0.039656339
ENSMUSG00000054958.7	Nt5c1a	5'-nucleotidase, cytosolic IA 	100.7417106	0.622534347	0.181606138	3.427936705	0.000608187	0.04052828
ENSMUSG00000038828.14	Tmem214	transmembrane protein 214 	2768.270554	0.177759543	0.051880431	3.4263313	0.000611794	0.04052828
ENSMUSG00000048550.18	Thnsl1	threonine synthase-like 1 (bacterial) 	921.104549	0.348833307	0.101823711	3.425855352	0.000612867	0.04052828
ENSMUSG00000023828.4	Slc22a3	solute carrier family 22 (organic cation transporter), member 3 	390.0488905	-0.326508529	0.09536382	-3.423819725	0.000617476	0.040669081
ENSMUSG00000027669.15	Gnb4	guanine nucleotide binding protein (G protein), beta 4 	2104.295003	-0.372760041	0.109068962	-3.41765462	0.000631632	0.041435063
ENSMUSG00000024787.15	Snx15	sorting nexin 15 	1233.442441	-0.230567477	0.067519321	-3.414837031	0.000638202	0.041544359
ENSMUSG00000022389.16	Tef	thyrotroph embryonic factor 	17896.96352	-0.198906369	0.058248875	-3.414767598	0.000638365	0.041544359
ENSMUSG00000058966.14	Tlcd3b	TLC domain containing 3B 	907.8566083	0.278017292	0.081628204	3.405897443	0.000659469	0.042744344
ENSMUSG00000057522.16	Spop	speckle-type BTB/POZ protein 	8128.338822	-0.193473294	0.056822937	-3.404845049	0.000662016	0.042744344
ENSMUSG00000024953.18	Prdx5	peroxiredoxin 5 	4439.705475	0.17259845	0.050731237	3.402212515	0.000668426	0.042988991
ENSMUSG00000073489.7	Ifi204	interferon activated gene 204 	41.38201541	1.180748096	0.347442859	3.398395061	0.000677825	0.043380157
ENSMUSG00000021149.9	Gtpbp4	GTP binding protein 4 	1906.466905	0.5030102	0.148048706	3.397599423	0.000679799	0.043380157
ENSMUSG00000043263.14	Ifi209	interferon activated gene 209 	19.00306928	1.759739589	0.518151406	3.396188005	0.000683314	0.043435469
ENSMUSG00000022469.18	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3 	1381.267372	0.505973994	0.149143646	3.392527994	0.000692509	0.043720144
ENSMUSG00000024737.3	Slc15a3	solute carrier family 15, member 3 	137.0058826	0.745004563	0.219628174	3.392117453	0.000693547	0.043720144
ENSMUSG00000021939.9	Ctsb	cathepsin B 	22534.2869	0.121248964	0.035753656	3.391232651	0.00069579	0.043720144
ENSMUSG00000025224.17	Gbf1	golgi-specific brefeldin A-resistance factor 1 	4321.358888	0.211381746	0.062358576	3.389778284	0.000699492	0.043784978
ENSMUSG00000092021.9	Gbp11	guanylate binding protein 11 	52.41749501	-1.000683226	0.295679187	-3.384354629	0.000713458	0.044489389
ENSMUSG00000023367.15	Tmem176a	transmembrane protein 176A 	388.8077542	0.434327501	0.128517391	3.379523163	0.000726117	0.044899721
ENSMUSG00000022091.7	Sorbs3	sorbin and SH3 domain containing 3 	1591.487445	-0.296441358	0.087733291	-3.378892491	0.000727785	0.044899721
ENSMUSG00000090733.7	Rps27	ribosomal protein S27 	4037.193227	-0.172985291	0.051211383	-3.377868011	0.000730501	0.044899721
ENSMUSG00000038594.10	Cep85l	centrosomal protein 85-like 	1131.528086	1.496536133	0.443065715	3.377684351	0.000730989	0.044899721
ENSMUSG00000054770.17	Kctd18	potassium channel tetramerisation domain containing 18 	851.3080594	-0.292663065	0.086756441	-3.373387167	0.000742495	0.045351162
ENSMUSG00000032604.17	Qars	glutaminyl-tRNA synthetase 	2016.008007	-0.229748555	0.068134976	-3.371962068	0.000746347	0.045351162
ENSMUSG00000034271.17	Jdp2	Jun dimerization protein 2 	426.7858282	0.307225996	0.091114805	3.371855916	0.000746635	0.045351162
ENSMUSG00000058546.9	Rpl23a	ribosomal protein L23A 	6879.066281	-0.136980921	0.040676764	-3.367547164	0.000758401	0.04587575
ENSMUSG00000007850.17	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1 	11197.63344	-0.443078597	0.131629803	-3.366096338	0.000762401	0.04587575
ENSMUSG00000068617.6	Efcab1	EF-hand calcium binding domain 1 	348.0583966	-0.536301331	0.159346024	-3.365639865	0.000763663	0.04587575
ENSMUSG00000002059.19	Rab34	RAB34, member RAS oncogene family 	873.25673	-0.396193431	0.117799798	-3.363277675	0.000770228	0.046101267
ENSMUSG00000034009.15	Rxfp1	relaxin/insulin-like family peptide receptor 1 	124.2815749	-1.61274413	0.479691703	-3.362042995	0.000773681	0.046139507
ENSMUSG00000047205.13	Dusp18	dual specificity phosphatase 18 	1254.49789	-0.351512733	0.104589122	-3.360891914	0.000776912	0.046164349
ENSMUSG00000000296.9	Tpd52l1	tumor protein D52-like 1 	1128.016763	-0.278142903	0.082819901	-3.358406603	0.000783932	0.046198133
ENSMUSG00000038213.8	Tapbpl	TAP binding protein-like 	304.1628015	0.383172901	0.114106938	3.358015785	0.000785041	0.046198133
ENSMUSG00000031939.17	Taf1d	TATA-box binding protein associated factor, RNA polymerase I, D 	970.3666166	-0.321276806	0.095683525	-3.357702451	0.000785932	0.046198133
ENSMUSG00000014470.5	Rnf166	ring finger protein 166 	1570.757463	0.286552229	0.085434068	3.354074508	0.000796309	0.046553134
ENSMUSG00000096696.2	Zfp960	zinc finger protein 960 	339.1928739	-0.417895188	0.124610566	-3.353609589	0.000797648	0.046553134
ENSMUSG00000049764.9	Zfp280b	zinc finger protein 280B 	1143.149307	0.336456268	0.100356586	3.352607768	0.000800541	0.046556267
ENSMUSG00000076441.10	Ass1	argininosuccinate synthetase 1 	2297.007739	-0.174212405	0.052092825	-3.344268741	0.000824998	0.047700541
ENSMUSG00000033981.15	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2) 	28254.72037	-0.131567605	0.039371596	-3.341688393	0.000832705	0.047700541
ENSMUSG00000001228.15	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1 	139.4227628	-0.567795753	0.169918556	-3.341575908	0.000833042	0.047700541
ENSMUSG00000033781.8	Asb13	ankyrin repeat and SOCS box-containing 13 	1629.744412	0.24478795	0.07326316	3.341214725	0.000834127	0.047700541
ENSMUSG00000073599.11	Ecscr	endothelial cell surface expressed chemotaxis and apoptosis regulator 	82.62356743	-0.71327567	0.213491399	-3.341004244	0.000834759	0.047700541
ENSMUSG00000031112.11	Stk26	serine/threonine kinase 26 	1571.144138	-0.283699951	0.084979877	-3.338436837	0.000842512	0.047884396
ENSMUSG00000041375.19	Ccdc9	coiled-coil domain containing 9 	1286.403117	-0.303643731	0.090965579	-3.338006918	0.000843816	0.047884396
ENSMUSG00000002274.14	Metrn	meteorin, glial cell differentiation regulator 	1703.82568	0.249406369	0.074823293	3.333271742	0.000858311	0.048538948
ENSMUSG00000111327.2	Gm48401	predicted gene, 48401 	132.3643007	-0.54555461	0.163799495	-3.330624486	0.000866514	0.048834471
ENSMUSG00000028218.20	Cibar1	CBY1 interacting BAR domain containing 1 	1327.925757	-0.228945889	0.068802392	-3.327586172	0.000876019	0.049201062
ENSMUSG00000026383.15	Epb41l5	erythrocyte membrane protein band 4.1 like 5 	455.5301476	-0.382357028	0.114966189	-3.325821555	0.000881583	0.049344605
ENSMUSG00000022305.14	Lrp12	low density lipoprotein-related protein 12 	2549.848635	0.255881962	0.07702444	3.322087921	0.000893465	0.049839564
ENSMUSG00000033569.18	Adgrb3	adhesion G protein-coupled receptor B3 	5037.292236	-0.18138661	0.054691017	-3.316570449	0.000911296	0.050661884
ENSMUSG00000071415.7	Rpl23	ribosomal protein L23 	5513.585014	-0.154411709	0.046579877	-3.314987507	0.000916472	0.050777514
ENSMUSG00000026247.14	Ecel1	endothelin converting enzyme-like 1 	1932.632164	0.610700938	0.184369085	3.31238254	0.00092505	0.051080181
ENSMUSG00000037972.8	Snn	stannin 	9505.232257	-0.177115443	0.053515001	-3.309641029	0.000934157	0.051368233
ENSMUSG00000021803.11	Cdhr1	cadherin-related family member 1 	248.1105727	-0.427245468	0.129118898	-3.308930568	0.000936531	0.051368233
ENSMUSG00000026395.17	Ptprc	protein tyrosine phosphatase, receptor type, C 	231.3270954	0.505472132	0.152811903	3.307806007	0.000940299	0.051403023
ENSMUSG00000067028.12	Cntnap5b	contactin associated protein-like 5B 	725.7550597	-0.385086964	0.11661659	-3.302162775	0.000959424	0.052274251
ENSMUSG00000019467.16	Arhgef25	Rho guanine nucleotide exchange factor (GEF) 25 	2229.882673	0.260791037	0.079014652	3.300540213	0.000964989	0.052403367
ENSMUSG00000031788.15	Kifc3	kinesin family member C3 	1553.971953	0.237694947	0.072050447	3.299007232	0.000970274	0.052516487
ENSMUSG00000062963.11	Ufc1	ubiquitin-fold modifier conjugating enzyme 1 	1494.05425	-0.196082506	0.05951057	-3.29491899	0.000984501	0.053111215
ENSMUSG00000030530.16	Furin	furin (paired basic amino acid cleaving enzyme) 	1384.700768	0.345441155	0.104874889	3.293840475	0.000988286	0.053140608
ENSMUSG00000022412.15	Mief1	mitochondrial elongation factor 1 	977.371892	0.241073265	0.073243232	3.291406721	0.000996877	0.053427379
ENSMUSG00000029570.6	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	472.3255336	0.402612542	0.122449261	3.287994872	0.001009037	0.053902942
ENSMUSG00000075289.6	Carns1	carnosine synthase 1 	1023.13214	-0.420608031	0.12798314	-3.286433133	0.001014649	0.054026744
ENSMUSG00000007891.17	Ctsd	cathepsin D 	12750.85358	0.210648588	0.064146781	3.283852815	0.001023984	0.054347363
ENSMUSG00000018920.12	Cxcl16	chemokine (C-X-C motif) ligand 16 	58.62176789	0.885196426	0.269730485	3.281781166	0.001031536	0.054552792
ENSMUSG00000051504.19	Siglech	sialic acid binding Ig-like lectin H 	978.8007253	0.34371213	0.10477141	3.280590856	0.001035899	0.054552792
ENSMUSG00000048878.7	Hexim1	hexamethylene bis-acetamide inducible 1 	1849.755432	0.261915665	0.079850767	3.280064492	0.001037834	0.054552792
ENSMUSG00000063234.6	Gpr84	G protein-coupled receptor 84 	44.52407126	0.853307115	0.260222047	3.279149961	0.001041203	0.05455504
ENSMUSG00000026270.12	Capn10	calpain 10 	1090.414253	0.260786001	0.079639378	3.274586135	0.001058169	0.055267412
ENSMUSG00000015714.12	Cers2	ceramide synthase 2 	3375.76988	-0.231477497	0.070764978	-3.271074236	0.001071398	0.055780712
ENSMUSG00000055093.11	Rps27a-ps3	ribosomal protein S27A, pseudogene 3 	739.2922199	-0.354335955	0.108387877	-3.269147483	0.001078721	0.055984233
ENSMUSG00000039414.11	Heatr5b	HEAT repeat containing 5B 	2762.574851	0.16163975	0.049568608	3.260929808	0.001110475	0.057450455
ENSMUSG00000040430.19	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1 	4847.21561	0.169568441	0.052119452	3.253457856	0.001140096	0.058797422
ENSMUSG00000089704.10	Galnt2	polypeptide N-acetylgalactosaminyltransferase 2 	480.5941076	0.528698731	0.162680677	3.249917213	0.001154386	0.058975505
ENSMUSG00000060985.16	Tdrd5	tudor domain containing 5 	57.47717595	-2.544028846	0.782890125	-3.249534978	0.001155939	0.058975505
ENSMUSG00000091405.3	H4c14	H4 clustered histone 14 	132.2392375	0.777945494	0.239430015	3.249156103	0.001157479	0.058975505
ENSMUSG00000048000.16	Gigyf2	GRB10 interacting GYF protein 2 	3043.112165	0.28444122	0.087546114	3.24904448	0.001157934	0.058975505
ENSMUSG00000047030.16	Spata2	spermatogenesis associated 2 	2009.44391	0.199741613	0.061498856	3.247891499	0.001162636	0.059031671
ENSMUSG00000045328.12	Cenpe	centromere protein E 	127.8536091	-1.101348282	0.33937289	-3.245245322	0.001173495	0.05939912
ENSMUSG00000032126.17	Hmbs	hydroxymethylbilane synthase 	783.4775534	-0.354645392	0.109350511	-3.243198316	0.001181959	0.059643474
ENSMUSG00000057858.9	Fam204a	family with sequence similarity 204, member A 	584.4275308	-0.298521196	0.09208529	-3.241790251	0.001187814	0.059755065
ENSMUSG00000036356.16	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 	428.6589454	0.577242322	0.178141515	3.240358221	0.001193796	0.059806161
ENSMUSG00000026234.13	Ncl	nucleolin 	11503.17137	-0.153608253	0.047412838	-3.239802963	0.001196123	0.059806161
ENSMUSG00000114251.2	Tmed10-ps	transmembrane p24 trafficking protein 10, pseudogene 	4.743950542	5.703069994	1.760869501	3.238780609	0.001200419	NA
ENSMUSG00000031543.19	Ank1	ankyrin 1, erythroid 	1770.825663	0.440601725	0.13604479	3.238651958	0.00120096	0.059865497
ENSMUSG00000032479.16	Map4	microtubule-associated protein 4 	19501.02098	0.232049596	0.071758155	3.233773181	0.001221664	0.060713017
