GENEID	ENSID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj			
ENSMUSG00000017734	ENSG00000244274	Dbndd2	17560.52034	-0.17750954	0.073243515	-2.423553004	0.000726866	0.057122837			
ENSMUSG00000079017	0	Ifi27l2a	87.13654041	0.744246153	0.33589448	2.215714153	0.000728616	0.057122837			
ENSMUSG00000024816	ENSG00000126391	Frmd8	2980.538995	-0.220920349	0.094561103	-2.336270865	0.00075084	0.058590045			
ENSMUSG00000023067	ENSG00000124762	Cdkn1a	481.9246876	0.445805873	0.201728393	2.209931214	0.000781001	0.060660165			
ENSMUSG00000021822	ENSG00000122861	Plau	232.1361382	0.464745884	0.211167664	2.200838308	0.00079839	0.061723709			
ENSMUSG00000022664	ENSG00000138459	Slc35a5	4208.527098	-0.198667883	0.085958924	-2.311195555	0.000832623	0.06407357			
ENSMUSG00000022339	ENSG00000147654	Ebag9	2095.824247	-0.221023365	0.095965514	-2.303154072	0.000859113	0.06549765			
ENSMUSG00000005505	ENSG00000123444	Kbtbd4	2751.32129	0.196609618	0.084827117	2.317768472	0.000859819	0.06549765			
ENSMUSG00000064246	ENSG00000133048	Chil1	671.2787055	0.294555133	0.132922002	2.215999817	0.000862895	0.06549765			
ENSMUSG00000013523	ENSG00000064787	Bcas1	15013.47386	0.207705946	0.091114773	2.279607793	0.000923392	0.069488192			
ENSMUSG00000032598	ENSG00000213672	Nckipsd	4321.206134	0.252932403	0.114135669	2.216067996	0.000923791	0.069488192			
ENSMUSG00000030432	ENSG00000108107	Rpl28	4634.328436	-0.170834687	0.073262133	-2.331827921	0.000931718	0.069770236			
ENSMUSG00000078606	0	Gvin2	1229.784268	0.397760533	0.187354356	2.123038621	0.000952303	0.070993309			
ENSMUSG00000026407	ENSG00000081248	Cacna1s	68.4868166	0.879016891	0.426284103	2.062044736	0.000967236	0.071786117			
ENSMUSG00000026874	ENSG00000106804	Hc	38.99350859	1.380166914	0.693974771	1.988785431	0.00097234	0.071845601			
ENSMUSG00000003282	ENSG00000181690	Plag1	1110.741986	-0.238619893	0.109045979	-2.18825026	0.001009088	0.074232422			
ENSMUSG00000044167	ENSG00000150907	Foxo1	8864.279577	-0.136053572	0.056722216	-2.398594078	0.001027207	0.075093184			
ENSMUSG00000042662	ENSG00000149599	Dusp15	1418.895595	0.222550702	0.101056762	2.20223463	0.001029783	0.075093184			
ENSMUSG00000028795	ENSG00000160050	Ccdc28b	1509.346213	-0.210506613	0.099347024	-2.11890205	0.001045576	0.075913386			
ENSMUSG00000027861	ENSG00000118729	Casq2	922.4756515	-0.369752103	0.17784143	-2.07911117	0.001055181	0.076227724			
ENSMUSG00000022044	ENSG00000015592	Stmn4	5560.664187	-0.197286533	0.088980115	-2.217198002	0.001059035	0.076227724			
ENSMUSG00000015966	ENSG00000056736	Il17rb	179.4566637	0.524241054	0.256251211	2.04580908	0.001068302	0.076365694			
ENSMUSG00000041605	ENSG00000163362	Inava	168.4591157	0.53601693	0.262895856	2.038894556	0.001073953	0.076365694			
ENSMUSG00000002147	ENSG00000166888	Stat6	1530.701174	0.291039689	0.137370602	2.118646088	0.001074671	0.076365694			
ENSMUSG00000069682	0	Gm10275	10809.42715	-0.175895132	0.078607656	-2.237633603	0.001101779	0.077960211			
ENSMUSG00000027995	ENSG00000137462	Tlr2	162.4659964	0.589049662	0.293721945	2.005466976	0.001140487	0.080358638			
ENSMUSG00000041596	0	Nlrp5-ps	441.0209367	0.514926538	0.25657894	2.006893233	0.001159406	0.081348389			
ENSMUSG00000004849	ENSG00000106367	Ap1s1	10231.73536	-0.148220723	0.063857485	-2.321117447	0.001166313	0.081490631			
ENSMUSG00000075590	ENSG00000185189	Nrbp2	6882.106728	-0.133872239	0.055845195	-2.397202445	0.001222976	0.085093625			
ENSMUSG00000034853	ENSG00000162390	Acot11	4615.601804	0.172648577	0.078083217	2.211084333	0.001241119	0.085997694			
ENSMUSG00000055415	ENSG00000118322	Atp10b	458.5099324	-0.358368989	0.17933993	-1.998266589	0.001251477	0.08635709			
ENSMUSG00000017009	ENSG00000124145	Sdc4	7059.653007	0.182246486	0.083838877	2.173770612	0.0012839	0.088229807			
ENSMUSG00000018845	ENSG00000141161	Unc45b	56.46672213	-0.011666804	0.042657617	-0.273498725	0.001292127	0.088431286			
ENSMUSG00000025867	ENSG00000145920	Cplx2	98039.30352	0.115951261	0.05008124	2.315263394	0.001302977	0.088809857			
ENSMUSG00000016128	ENSG00000133121	Stard13	1529.118035	0.241297231	0.117694445	2.050200678	0.001337421	0.09078699			
ENSMUSG00000064215	0	Ifi27	1574.216669	0.243838533	0.119675159	2.037503319	0.001362726	0.092130224			
ENSMUSG00000038677	ENSG00000146197	Scube3	4847.493567	-0.298890485	0.155704708	-1.919598244	0.00137191	0.092377126			
ENSMUSG00000023064	ENSG00000173267	Sncg	121.4060191	0.574611105	0.302817427	1.897549659	0.001398009	0.093756461			
ENSMUSG00000041309	ENSG00000148826	Nkx6-2	1327.445458	-0.324632472	0.167865555	-1.933883768	0.001414984	0.094515268			
ENSMUSG00000035004	ENSG00000140749	Igsf6	91.41903983	0.65140348	0.34789147	1.872433034	0.001436796	0.095223048			
ENSMUSG00000022299	ENSG00000164933	Slc25a32	1602.785242	-0.20892306	0.103453641	-2.019484841	0.001436985	0.095223048			
ENSMUSG00000022255	ENSG00000147649	Mtdh	12682.37885	-0.132465434	0.058369186	-2.269441148	0.001458119	0.095998019			
ENSMUSG00000042251	ENSG00000162877	Pm20d1	122.0246517	0.900389007	0.494447885	1.820998802	0.001469563	0.095998019			
ENSMUSG00000028936	ENSG00000116251	Rpl22	6012.051437	-0.150617314	0.067091959	-2.244938388	0.001471237	0.095998019			
ENSMUSG00000029090	ENSG00000152990	Adgra3	1594.343883	0.21425546	0.105030692	2.039931902	0.001471675	0.095998019			
ENSMUSG00000102440	ENSG00000261934	Pcdhga9	3142.241484	0.252343246	0.129641887	1.946463853	0.00148657	0.096592321			
ENSMUSG00000058488	ENSG00000133116	Kl	464.1337478	-0.049571569	0.10863342	-0.456319696	0.001493954	0.096695899			
ENSMUSG00000015340	ENSG00000165168	Cybb	86.46983252	0.713315457	0.386881083	1.843758943	0.001509339	0.097021708			
ENSMUSG00000053475	ENSG00000123610	Tnfaip6	1060.228848	-0.293724874	0.15214148	-1.930603495	0.001514551	0.097021708			
ENSMUSG00000051190	ENSG00000127529	Olfr1356	238.189899	0.438299946	0.233936736	1.873583232	0.001520092	0.097021708			
ENSMUSG00000000149	ENSG00000146535	Gna12	11695.03122	-0.135937085	0.062162757	-2.186793048	0.001522228	0.097021708			
ENSMUSG00000021113	ENSG00000023608	Snapc1	3152.338207	0.199411372	0.097719889	2.040642646	0.001548647	0.098330257			
ENSMUSG00000075224	ENSG00000183908	Lrrc55	1459.521114	0.226350204	0.113216122	1.999275364	0.001564794	0.098444666			
ENSMUSG00000070866	ENSG00000170396	Zfp804a	2665.95232	-0.171619135	0.081919848	-2.094964022	0.001568189	0.098444666			
ENSMUSG00000005034	ENSG00000142875	Prkacb	55921.38749	-0.109940009	0.048219889	-2.279972249	0.001571167	0.098444666			
ENSMUSG00000018417	ENSG00000128641	Myo1b	10150.52922	-0.136502503	0.061484442	-2.220114508	0.00157403	0.098444666			
ENSMUSG00000026418	ENSG00000159173	Tnni1	482.4018238	-0.313723996	0.16722966	-1.876006899	0.001580727	0.098494601			
ENSMUSG00000030029	ENSG00000144749	Lrig1	4575.66106	0.195066692	0.096144482	2.028891195	0.001608368	0.099714378			
ENSMUSG00000057130	ENSG00000141759	Txnl4a	1817.45588	0.222244835	0.112275291	1.979463455	0.001617954	0.099714378			
ENSMUSG00000005672	ENSG00000157404	Kit	3759.692333	-0.200271285	0.100053668	-2.001638615	0.001618216	0.099714378			
ENSMUSG00000034892	ENSG00000213741	Rps29	18009.53086	-0.133739832	0.064306085	-2.079738357	0.001624989	0.099763569			
ENSMUSG00000020317	ENSG00000105549	Theg	25.70752636	-0.007976489	0.041354333	-0.19288157	0.001661113	0.101607791			
ENSMUSG00000031565	ENSG00000077782	Fgfr1	4989.640244	0.144792096	0.067350266	2.149837028	0.001701288	0.103208636			
ENSMUSG00000033579	ENSG00000103089	Fa2h	3913.632009	-0.169922477	0.085342827	-1.991057508	0.001702052	0.103208636			
ENSMUSG00000038530	ENSG00000117152	Rgs4	108062.281	0.157153562	0.069595851	2.258088091	0.001705826	0.103208636			
ENSMUSG00000028743	ENSG00000211454	Akr7a5	1083.304979	0.225464563	0.116290223	1.938809269	0.00172709	0.104117945			
ENSMUSG00000020695	ENSG00000011028	Mrc2	458.3713154	-0.28224657	0.151504138	-1.862962781	0.001738449	0.104425767			
ENSMUSG00000035910	ENSG00000146038	Dcdc2a	571.4282199	-0.405491628	0.223447745	-1.8147045	0.001750209	0.104755339			
ENSMUSG00000033585	ENSG00000182636	Ndn	6277.864428	-0.197468307	0.100176842	-1.971197172	0.001770373	0.105583781			
ENSMUSG00000031167	0	Rbm3	5349.44864	-0.292680521	0.159381183	-1.836355559	0.001791319	0.10645278			
ENSMUSG00000042064	ENSG00000071909	Myo3b	1715.594814	-0.237355697	0.125657092	-1.888916043	0.001818244	0.107654173			
ENSMUSG00000037994	ENSG00000164038	Slc9b2	272.3263915	-0.377196359	0.208968152	-1.805042323	0.001825676	0.107654173			
ENSMUSG00000025013	ENSG00000095587	Tll2	245.8865066	-0.359313389	0.201205682	-1.785801402	0.001830875	0.107654173			
ENSMUSG00000054958	ENSG00000116981	Nt5c1a	276.8966496	0.438693026	0.250518513	1.75114015	0.001865828	0.109088577			
ENSMUSG00000030084	ENSG00000114554	Plxna1	2824.285873	-0.209718309	0.109877027	-1.908663854	0.001868811	0.109088577			
ENSMUSG00000036578	ENSG00000221946	Fxyd7	578.3340108	-0.332377567	0.186323531	-1.783873267	0.001874868	0.109088577			
ENSMUSG00000018796	ENSG00000151726	Acsl1	6216.235863	-0.129917151	0.060121991	-2.160892356	0.001904428	0.110423738			
ENSMUSG00000028243	ENSG00000215114	Ubxn2b	9447.733665	0.178462684	0.087257766	2.045235538	0.001914411	0.110618538			
ENSMUSG00000050890	ENSG00000175087	Pdik1l	1647.356612	-0.205331628	0.10561691	-1.944116977	0.00194036	0.111731307			
ENSMUSG00000029826	ENSG00000105939	Zc3hav1	684.0294684	0.247052908	0.134258043	1.840134876	0.001948106	0.111791801			
ENSMUSG00000032518	ENSG00000288920	Rpsa	30107.97496	-0.128055254	0.059769114	-2.1424988	0.002014101	0.114730759			
ENSMUSG00000047098	ENSG00000092098	Rnf31	2437.573434	-0.250694365	0.137974427	-1.816962535	0.002016428	0.114730759			
ENSMUSG00000026495	ENSG00000203666	Efcab2	1173.846474	0.219039746	0.11765613	1.861694298	0.002019932	0.114730759			
ENSMUSG00000061983	ENSG00000112306	Rps12	11212.09286	-0.165237165	0.09245293	-1.787257208	0.002050289	0.116060262			
ENSMUSG00000016356	ENSG00000101203	Col20a1	450.9953046	0.300330174	0.171786218	1.748278635	0.002075503	0.117031159			
ENSMUSG00000023828	ENSG00000146477	Slc22a3	610.2145183	-0.265141543	0.153631902	-1.725823471	0.002081457	0.117031159			
ENSMUSG00000034923	ENSG00000204424	Ly6g6f	30.74999089	-0.007890309	0.041326528	-0.19092601	0.002109504	0.118210092			
ENSMUSG00000028268	ENSG00000162654	Gbp3	636.737693	0.32328279	0.191801816	1.685504322	0.00211999	0.118400351			
ENSMUSG00000034312	ENSG00000144711	Iqsec1	24703.53029	-0.116182521	0.050393133	-2.30552286	0.002168378	0.120699154			
ENSMUSG00000043460	ENSG00000166897	Elfn2	9281.847689	0.176015001	0.091995843	1.91329298	0.002200767	0.122095068			
ENSMUSG00000040167	ENSG00000095574	Ikzf5	2201.245	-0.218313328	0.121708236	-1.79374326	0.002239044	0.123468682			
ENSMUSG00000024164	ENSG00000125730	C3	91.87534661	0.640642439	0.401369896	1.596139734	0.002240314	0.123468682			
ENSMUSG00000002210	ENSG00000105771	Smg9	2100.304216	-0.156305027	0.079670004	-1.9619056	0.00226976	0.124562702			
ENSMUSG00000048502	ENSG00000260596	Duxbl1	145.0221056	-0.623520163	0.397142651	-1.570015616	0.002275084	0.124562702			
ENSMUSG00000107879	0	9330102E08Rik	1745.906727	0.202055188	0.110552564	1.827684328	0.002299013	0.12504325			
ENSMUSG00000036905	ENSG00000173369	C1qb	3547.993611	0.146029446	0.073345817	1.990971691	0.002304722	0.12504325			
ENSMUSG00000062861	ENSG00000196867	Zfp28	933.9580003	-0.21441472	0.11983888	-1.789191618	0.002306325	0.12504325			
ENSMUSG00000020190	ENSG00000099875	Mknk2	2965.177893	0.215056187	0.119523173	1.799284451	0.002336404	0.126146647			
ENSMUSG00000071669	ENSG00000048471	Snx29	1844.688548	0.174361114	0.092174911	1.891633102	0.002341785	0.126146647			
ENSMUSG00000061143	ENSG00000196782	Maml3	1995.965992	0.275759738	0.164489383	1.676459192	0.002358643	0.126375357			
ENSMUSG00000034245	ENSG00000163517	Hdac11	14468.44077	-0.150133162	0.076173878	-1.97092711	0.002361166	0.126375357			
ENSMUSG00000020642	ENSG00000151692	Rnf144a	4113.699602	-0.20078899	0.113308739	-1.772052113	0.002380011	0.126598558			
ENSMUSG00000038695	ENSG00000161677	Josd2	5099.828509	-0.133950262	0.070078191	-1.911440084	0.002380499	0.126598558			
ENSMUSG00000046718	ENSG00000130303	Bst2	200.9602938	0.438213472	0.278925375	1.571077827	0.002452446	0.129570606			
ENSMUSG00000060675	ENSG00000176485	Plaat3	4565.576332	-0.147498821	0.074659684	-1.975615397	0.002463961	0.129570606			
ENSMUSG00000117310	ENSG00000112245	Ptp4a1	9757.779996	-0.191814415	0.106766156	-1.79658445	0.002465019	0.129570606			
ENSMUSG00000039178	ENSG00000109680	Tbc1d19	2837.715847	0.181349378	0.09879131	1.835681478	0.00246742	0.129570606			
ENSMUSG00000018387	ENSG00000164403	Shroom1	641.4377416	-0.267154846	0.160542085	-1.664079833	0.00247761	0.129697857			
ENSMUSG00000024660	ENSG00000149503	Incenp	752.460765	0.265755802	0.159834307	1.662695618	0.002499413	0.129940782			
ENSMUSG00000022472	ENSG00000100418	Desi1	6849.816083	-0.138319366	0.069812108	-1.98130913	0.002503818	0.129940782			
ENSMUSG00000041560	ENSG00000105373	Nop53	4731.534966	-0.218628595	0.126550311	-1.727602198	0.002513335	0.129940782			
ENSMUSG00000029998	ENSG00000116005	Pcyox1	10146.98278	-0.152456078	0.081045951	-1.88110665	0.002513376	0.129940782			
ENSMUSG00000003934	ENSG00000108947	Efnb3	11900.94305	-0.126902855	0.061875716	-2.050931484	0.002532301	0.130515125			
ENSMUSG00000003418	ENSG00000148488	St8sia6	214.4562552	-0.493231893	0.331818961	-1.486448788	0.002576406	0.132379685			
ENSMUSG00000036545	ENSG00000087116	Adamts2	1135.380612	-0.303853762	0.192542955	-1.57810896	0.002618351	0.134122242			
ENSMUSG00000025203	ENSG00000099194	Scd2	135668.2382	-0.113453809	0.055630243	-2.039426828	0.002635404	0.13440845			
ENSMUSG00000035877	ENSG00000174306	Zhx3	10177.8231	-0.147297084	0.079589138	-1.850718434	0.002640037	0.13440845			
ENSMUSG00000024411	ENSG00000171885	Aqp4	9716.029574	0.173647435	0.094749582	1.832698684	0.002652078	0.134611097			
ENSMUSG00000048498	ENSG00000186407	Cd300e	4.060040844	-0.00218464	0.040318638	-0.054184378	0.002653557	NA			
ENSMUSG00000057948	ENSG00000092929	Unc13d	564.5372457	0.249115558	0.15180357	1.641038868	0.002674483	0.13533695			
ENSMUSG00000071176	ENSG00000104728	Arhgef10	7086.768781	-0.123326211	0.060591965	-2.035355858	0.002684287	0.135422665			
ENSMUSG00000042659	ENSG00000140450	Arrdc4	969.0627769	-0.239823678	0.146856812	-1.633044281	0.002722692	0.136946465			
ENSMUSG00000020409	ENSG00000164609	Slu7	5416.716231	-0.166721565	0.093698819	-1.779334746	0.002734819	0.137143353			
ENSMUSG00000029484	ENSG00000138772	Anxa3	1035.519571	0.197480643	0.11406726	1.731264893	0.002758161	0.137858585			
ENSMUSG00000031425	ENSG00000123560	Plp1	249904.8689	-0.160232375	0.087586125	-1.829426469	0.002765592	0.137858585			
ENSMUSG00000019467	ENSG00000240771	Arhgef25	4334.934129	0.141726608	0.074364718	1.905831324	0.002816222	0.139964546			
ENSMUSG00000113626	0	Gm7240	192.9872646	-0.396693208	0.272108789	-1.457847829	0.002846804	0.141064622			
ENSMUSG00000031665	ENSG00000103449	Sall1	1531.254042	-0.192076691	0.115285282	-1.666098979	0.002878971	0.142236487			
ENSMUSG00000021715	ENSG00000153015	Cwc27	1216.393585	-0.190129569	0.115605365	-1.644643128	0.002909791	0.143335089			
ENSMUSG00000022594	ENSG00000180155	Lynx1	36110.79284	0.127240636	0.063658245	1.998808428	0.002929545	0.143802168			
ENSMUSG00000027547	ENSG00000101115	Sall4	20.44561457	-0.005136584	0.040693937	-0.126224786	0.002936496	0.143802168			
ENSMUSG00000022464	ENSG00000139209	Slc38a4	128.7716936	-0.478143777	0.340037013	-1.406152152	0.002951298	0.143963568			
ENSMUSG00000051041	ENSG00000183801	Olfml1	999.377242	-0.247335044	0.159000289	-1.55556348	0.002957034	0.143963568			
ENSMUSG00000058546	ENSG00000198242	Rpl23a	15173.84334	-0.131782145	0.067864476	-1.941842819	0.002975704	0.144319984			
ENSMUSG00000034560	ENSG00000136051	Washc4	6029.933818	0.145231251	0.078552286	1.848848188	0.002981639	0.144319984			
ENSMUSG00000030317	ENSG00000157150	Timp4	2024.225412	0.182373413	0.105747072	1.724619033	0.002996144	0.144339023			
ENSMUSG00000024479	ENSG00000147676	Mal2	10436.22808	-0.122434671	0.065712982	-1.863173278	0.00299932	0.144339023			
ENSMUSG00000007892	ENSG00000137818	Rplp1	24662.64591	-0.135951851	0.072177832	-1.883567954	0.003114249	0.149439207			
ENSMUSG00000035413	ENSG00000006042	Tmem98	986.6838965	-0.200028164	0.122734324	-1.629765472	0.003144665	0.149973656			
ENSMUSG00000043448	ENSG00000198835	Gjc2	2192.947051	-0.179266978	0.106586854	-1.681886382	0.003147823	0.149973656			
ENSMUSG00000050071	ENSG00000133169	Bex1	3241.661293	-0.161642816	0.092792566	-1.741980229	0.003160703	0.149973656			
ENSMUSG00000109398	ENSG00000018869	Gm3854	699.4518248	-0.212433893	0.134196636	-1.58300461	0.003161311	0.149973656			
ENSMUSG00000000142	ENSG00000168646	Axin2	2432.915529	-0.171456405	0.10465727	-1.638265598	0.003192601	0.151002094			
ENSMUSG00000025408	ENSG00000175197	Ddit3	1771.130114	0.190296061	0.115636966	1.645633466	0.003205643	0.151002094			
ENSMUSG00000035493	ENSG00000120708	Tgfbi	386.9713297	-0.259887087	0.175265041	-1.482823303	0.003210117	0.151002094			
ENSMUSG00000026424	ENSG00000170075	Gpr37l1	14549.93455	0.118820248	0.058257635	2.039565256	0.00327727	0.1537279			
ENSMUSG00000021670	ENSG00000113161	Hmgcr	8285.46965	-0.166470272	0.098923097	-1.682825118	0.003295308	0.153949006			
ENSMUSG00000003123	ENSG00000079435	Lipe	868.6520721	-0.19923704	0.130712585	-1.524237616	0.003300422	0.153949006			
ENSMUSG00000061533	ENSG00000100629	Cep128	1716.128471	-0.20143283	0.13714574	-1.468750176	0.003355124	0.156046532			
ENSMUSG00000041729	ENSG00000103647	Coro2b	9000.79387	-0.13619589	0.074571261	-1.826385759	0.003364079	0.156046532			
ENSMUSG00000022537	ENSG00000145014	Tmem44	8416.271428	-0.122714918	0.064947221	-1.88945603	0.003468553	0.160133786			
ENSMUSG00000042726	ENSG00000135148	Trafd1	3208.120512	-0.164450205	0.098035909	-1.677448675	0.003471371	0.160133786			
ENSMUSG00000035202	ENSG00000011376	Lars2	1748.975159	-0.261450132	0.187766873	-1.392418846	0.003507093	0.161119028			
ENSMUSG00000060636	0	Rpl35a	11565.67245	-0.148600048	0.085942729	-1.729058994	0.003512026	0.161119028			
ENSMUSG00000044550	ENSG00000204065	Tceal3	4279.680418	-0.147942494	0.085362267	-1.733113468	0.003539381	0.161929115			
ENSMUSG00000018920	ENSG00000161921	Cxcl16	94.23684165	0.568114632	0.481701197	1.179392195	0.003565115	0.162530473			
ENSMUSG00000040269	ENSG00000147586	Mrps28	596.6248731	-0.237719171	0.165792074	-1.433839177	0.003571991	0.162530473			
ENSMUSG00000018819	ENSG00000130592	Lsp1	147.6100472	-0.0237283	0.050630077	-0.468660159	0.003596749	0.163108439			
ENSMUSG00000090150	ENSG00000240303	Acad11	2768.759694	0.146949069	0.08469131	1.735113893	0.003608437	0.163108439			
ENSMUSG00000024909	ENSG00000172638	Efemp2	716.5780237	0.22555276	0.15484836	1.456604129	0.003614227	0.163108439			
ENSMUSG00000046324	ENSG00000099219	Ermp1	6534.277403	-0.137597372	0.082633221	-1.665158042	0.003626333	0.163108439			
ENSMUSG00000024187	ENSG00000167930	Fam234a	1959.285096	-0.15474828	0.091010316	-1.700337798	0.003633531	0.163108439			
ENSMUSG00000015312	ENSG00000099860	Gadd45b	955.1159687	0.258954237	0.185710341	1.394398588	0.003647505	0.163296754			
ENSMUSG00000020576	ENSG00000151779	Nbas	9247.599521	-0.131076473	0.070698134	-1.85403016	0.00365729	0.163297038			
ENSMUSG00000045328	ENSG00000138778	Cenpe	318.3354322	-0.39921023	0.327950535	-1.217287935	0.003685648	0.163781497			
ENSMUSG00000010721	ENSG00000105983	Lmbr1	3382.6171	0.135052811	0.07473499	1.807089439	0.003687756	0.163781497			
ENSMUSG00000059040	ENSG00000074800	Eno1b	93.57190415	0.616068774	0.557917499	1.104229166	0.003724698	0.164983356			
ENSMUSG00000022376	ENSG00000155897	Adcy8	907.659657	0.23675218	0.169686942	1.395229219	0.003756266	0.165068759			
ENSMUSG00000031551	ENSG00000131203	Ido1	1692.838221	-0.158224262	0.095915333	-1.649624277	0.003758444	0.165068759			
ENSMUSG00000028832	ENSG00000117632	Stmn1	10680.10725	-0.15024772	0.088777269	-1.692412049	0.003764046	0.165068759			
ENSMUSG00000078771	ENSG00000126860	Evi2a	2720.392411	-0.177325614	0.111833346	-1.585623795	0.003766165	0.165068759			
ENSMUSG00000002205	ENSG00000105053	Vrk3	1999.874201	-0.153112395	0.098501153	-1.554422356	0.0037764	0.165078891			
ENSMUSG00000004902	ENSG00000182902	Slc25a18	1139.173397	0.214036208	0.14560128	1.470015978	0.003786168	0.165078891			
ENSMUSG00000090210	ENSG00000143127	Itga10	241.3700262	0.334357331	0.27165033	1.230837199	0.003819508	0.166098872			
ENSMUSG00000060938	ENSG00000161970	Rpl26	17656.77916	-0.12894228	0.070436394	-1.830620118	0.003878436	0.168094834			
ENSMUSG00000015747	ENSG00000136631	Vps45	2544.258615	-0.15769429	0.096151265	-1.640064642	0.003894081	0.168094834			
ENSMUSG00000028360	ENSG00000137968	Slc44a5	1082.269691	-0.278913385	0.219552811	-1.270370366	0.003895907	0.168094834			
ENSMUSG00000026991	ENSG00000144283	Pkp4	17276.53233	-0.099329815	0.053273271	-1.864533812	0.003922317	0.168094834			
ENSMUSG00000050944	ENSG00000176927	Efcab5	307.889526	0.321031866	0.261952829	1.225533111	0.003926148	0.168094834			
ENSMUSG00000018412	ENSG00000120071	Kansl1	8107.590463	0.121876093	0.065365336	1.864537082	0.003926614	0.168094834			
