GENE	ZSTAT	P_MULTI
ENSG00000154007	-0.8046	0.78947
ENSG00000184005	0.10689	0.45744
ENSG00000117069	-1.0944	0.86311
ENSG00000142892	0.77633	0.21878
ENSG00000154027	1.0632	0.14384
ENSG00000036549	0.62385	0.26636
ENSG00000077254	0.62401	0.26631
ENSG00000162614	0.43153	0.33304
ENSG00000162613	0.57222	0.28359
ENSG00000162616	-0.14805	0.55885
ENSG00000137960	-0.6887	0.75449
ENSG00000122420	1.5768	0.057424
ENSG00000137959	-0.2377	0.59394
ENSG00000137965	-1.2623	0.89657
ENSG00000162618	0.53094	0.29773
ENSG00000117114	0.75723	0.22446
ENSG00000137941	0.027826	0.4889
ENSG00000142875	-0.1474	0.55859
ENSG00000203943	-0.10364	0.54127
ENSG00000137976	-0.076823	0.53062
ENSG00000117133	-0.38955	0.65156
ENSG00000174021	-0.26909	0.60607
ENSG00000122432	-0.42756	0.66551
ENSG00000117151	-0.38728	0.65073
ENSG00000117155	0.88054	0.18928
ENSG00000171517	1.4158	0.078415
ENSG00000153898	0.7093	0.23907
ENSG00000055732	0.44459	0.32831
ENSG00000097096	3.463	0.00026714
ENSG00000162642	6.282	1.67E-10
ENSG00000142867	6.7178	9.22E-12
ENSG00000153904	2.6938	0.0035319
ENSG00000117174	0.98913	0.1613
ENSG00000171502	-0.22345	0.58841
ENSG00000122417	0.86824	0.19263
ENSG00000137975	-0.24253	0.59581
ENSG00000016490	0.38458	0.35028
ENSG00000016602	0.37911	0.3523
ENSG00000097033	-0.66952	0.74842
ENSG00000153936	1.5698	0.058229
ENSG00000143013	1.6236	0.052228
ENSG00000065243	0.91141	0.18104
ENSG00000137947	0.55859	0.28822
ENSG00000213516	-0.88544	0.81204
ENSG00000117226	-0.17817	0.5707
ENSG00000117228	-1.6685	0.9524
ENSG00000162645	-0.0054125	0.50216
ENSG00000213512	-0.21665	0.58576
ENSG00000162654	0.62569	0.26576
ENSG00000154451	-0.97534	0.8353
ENSG00000183347	-1.1729	0.87958
ENSG00000197147	0.66388	0.25338
ENSG00000171488	1.254	0.10492
ENSG00000171492	0.57048	0.28418
ENSG00000162664	0.040586	0.48381
ENSG00000143032	-0.65587	0.74405
ENSG00000122482	1.0024	0.15808
ENSG00000162669	-0.91847	0.82081
ENSG00000097046	0.45294	0.3253
ENSG00000069702	4.8977	4.85E-07
ENSG00000137948	-0.34894	0.63643
ENSG00000172031	0.13347	0.44691
ENSG00000230667	1.339	0.090278
ENSG00000189195	1.1516	0.12474
ENSG00000203910	1.7752	0.037933
ENSG00000174842	0.86871	0.1925
ENSG00000122484	2.5791	0.004953
ENSG00000162676	7.3714	8.44E-14
ENSG00000067208	7.6147	1.32E-14
ENSG00000122406	7.0482	9.07E-13
ENSG00000143033	0.86218	0.19429
ENSG00000117500	-0.31535	0.62375
ENSG00000122483	-0.5328	0.70291
ENSG00000117505	0.37502	0.35382
ENSG00000137942	0.18668	0.42595
ENSG00000137936	0.19293	0.42351
ENSG00000067334	0.1643	0.43475
ENSG00000023909	-0.23373	0.5924
ENSG00000198691	-0.48122	0.68482
ENSG00000137962	0.57625	0.28222
ENSG00000117528	-0.37328	0.64553
ENSG00000117525	-0.41179	0.65975
ENSG00000143036	0.51467	0.30339
ENSG00000117519	1.5751	0.057619
ENSG00000172339	2.0957	0.018055
ENSG00000122481	-1.4029	0.91968
ENSG00000117569	0.24126	0.40468
ENSG00000188641	1.1409	0.12695
ENSG00000162627	1.2848	0.099423
ENSG00000099260	-0.41434	0.66069
ENSG00000156869	0.31664	0.37576
ENSG00000162688	0.20202	0.41995
ENSG00000117620	0.64069	0.26086
ENSG00000156876	0.059209	0.47639
ENSG00000122435	-0.13765	0.55474
ENSG00000122477	-0.17363	0.56892
ENSG00000137992	-0.57892	0.71868
ENSG00000137996	-0.62697	0.73466
ENSG00000079335	1.5306	0.062939
ENSG00000181656	-0.46627	0.67949
ENSG00000162692	0.85803	0.19544
ENSG00000162694	7.1223	5.31E-13
ENSG00000162695	7.0314	1.02E-12
ENSG00000117543	6.0736	6.25E-10
ENSG00000170989	3.8504	5.90E-05
ENSG00000118733	0.63202	0.26369
ENSG00000060718	0.63863	0.26153
ENSG00000185946	0.72754	0.23345
ENSG00000240038	0.63087	0.26406
ENSG00000243480	0.44888	0.32676
ENSG00000187733	-1.393	0.91819
ENSG00000198890	0.79121	0.21441
ENSG00000162631	-1.6219	0.94759
ENSG00000134215	0.916	0.17983
ENSG00000085491	-0.27775	0.6094
ENSG00000196427	1.89	0.029379
ENSG00000186086	-0.30393	0.61941
ENSG00000162636	0.18394	0.42703
ENSG00000162639	-0.25369	0.60013
ENSG00000134186	0.1559	0.43805
ENSG00000143107	-0.84581	0.80117
ENSG00000116266	-0.84631	0.80131
ENSG00000162641	0.010433	0.49584
ENSG00000121957	-0.17505	0.56948
ENSG00000121940	-0.56508	0.71399
ENSG00000085433	-1.7132	0.95666
ENSG00000197780	-0.10182	0.54055
ENSG00000215717	-0.80806	0.79047
ENSG00000143126	-0.15034	0.55975
ENSG00000134222	0.24323	0.40392
ENSG00000221986	0.72196	0.23516
ENSG00000134243	-0.23463	0.59275
ENSG00000143106	0.056494	0.47747
ENSG00000143028	0.49824	0.30916
ENSG00000162650	0.83121	0.20293
ENSG00000174151	0.70569	0.24019
ENSG00000181754	0.08926	0.46444
ENSG00000156097	-0.024914	0.50994
ENSG00000065135	-0.79878	0.78779
ENSG00000134183	-0.24437	0.59653
ENSG00000116337	-1.1254	0.86978
ENSG00000168765	-1.5768	0.94258
ENSG00000213366	-1.1704	0.87908
ENSG00000134184	0.10375	0.45868
ENSG00000134201	-0.31962	0.62537
ENSG00000134202	0.42744	0.33453
ENSG00000198758	0.81616	0.2072
ENSG00000184371	1.2412	0.10727
ENSG00000168710	1.8621	0.031297
ENSG00000143093	-1.0455	0.85209
ENSG00000156150	-0.068362	0.52725
ENSG00000186150	0.4752	0.31732
ENSG00000197106	-0.46135	0.67773
ENSG00000116396	2.246	0.01235
ENSG00000162775	5.0786	1.90E-07
ENSG00000168679	4.3793	5.95E-06
ENSG00000134248	3.8016	7.19E-05
ENSG00000143125	2.2741	0.011481
ENSG00000143105	0.6686	0.25188
ENSG00000177301	-1.5952	0.94467
ENSG00000177272	0.26166	0.39679
ENSG00000143119	0.41076	0.34062
ENSG00000121931	-1.2809	0.89989
ENSG00000156171	0.86407	0.19377
ENSG00000134255	1.3075	0.095523
ENSG00000162777	1.7055	0.044054
ENSG00000064886	1.5512	0.060424
ENSG00000134216	0.53263	0.29714
ENSG00000173947	-1.5088	0.93433
ENSG00000085465	-0.20094	0.57963
ENSG00000116455	-0.16528	0.56564
ENSG00000143110	-0.42454	0.66441
ENSG00000282608	-0.25953	0.60239
ENSG00000116473	1.18	0.11901
ENSG00000064703	-0.19966	0.57913
ENSG00000171385	-0.50405	0.69289
ENSG00000143079	-0.30017	0.61798
ENSG00000134245	-0.45288	0.67468
ENSG00000007341	-0.17015	0.56755
ENSG00000116489	-0.14568	0.55791
ENSG00000155363	0.20449	0.41899
ENSG00000155366	-0.28864	0.61357
ENSG00000155367	-0.31746	0.62455
ENSG00000155380	0.43938	0.33019
ENSG00000198799	0.38816	0.34895
ENSG00000081026	0.16805	0.43327
ENSG00000116793	-0.69133	0.75532
ENSG00000081019	-0.51272	0.69592
ENSG00000134242	-0.55313	0.70991
ENSG00000188761	0.17543	0.43037
ENSG00000134262	-0.031235	0.51246
ENSG00000118655	0.77113	0.22032
ENSG00000163349	0.98413	0.16253
ENSG00000116774	0.42117	0.33682
ENSG00000134207	-1.7641	0.96114
ENSG00000197323	-1.1766	0.88033
ENSG00000116752	-1.057	0.85475
ENSG00000175984	-1.5161	0.93525
ENSG00000116748	-0.57769	0.71826
ENSG00000213281	-1.5993	0.94512
ENSG00000009307	-1.4335	0.92414
ENSG00000052723	-0.3988	0.65498
ENSG00000198765	-0.79268	0.78602
ENSG00000134200	-0.31391	0.6232
ENSG00000134198	-0.48189	0.68506
ENSG00000134259	0.24066	0.40491
ENSG00000173218	-1.3973	0.91883
ENSG00000118729	-0.86252	0.8058
ENSG00000177551	-0.51073	0.69523
ENSG00000163393	2.0732	0.019078
ENSG00000173212	-0.22557	0.58923
ENSG00000163399	-1.3517	0.91177
ENSG00000116815	8.7751	8.54E-19
ENSG00000143061	0.16535	0.43433
ENSG00000116824	1.9126	0.027901
ENSG00000134247	0.14828	0.44106
ENSG00000134256	-0.23088	0.59129
ENSG00000116830	0.72898	0.23301
ENSG00000134253	1.8115	0.03503
ENSG00000134258	-0.51901	0.69812
ENSG00000198162	0.58301	0.27994
ENSG00000196505	0.21599	0.4145
ENSG00000065183	0.32174	0.37383
ENSG00000155761	0.82894	0.20357
ENSG00000092607	-0.1885	0.57476
ENSG00000116874	-0.26184	0.60328
ENSG00000116882	1.1808	0.11884
ENSG00000203859	0.91993	0.1788
ENSG00000203857	1.5245	0.063698
ENSG00000143067	0.99395	0.16012
ENSG00000092621	5.9631	1.24E-09
ENSG00000134240	1.708	0.043817
ENSG00000134193	0.34932	0.36342
ENSG00000134249	-0.12446	0.54953
ENSG00000134250	0.080065	0.46809
ENSG00000178104	-0.80342	0.78914
ENSG00000265972	0.69848	0.24244
ENSG00000121851	0.029903	0.48807
ENSG00000272031	0.24118	0.40471
ENSG00000271601	-0.038368	0.5153
ENSG00000265241	0.90637	0.18237
ENSG00000131779	1.3644	0.086221
ENSG00000143127	0.72401	0.23453
ENSG00000198483	-0.3985	0.65487
ENSG00000131788	-0.15183	0.56034
ENSG00000186364	-0.25761	0.60165
ENSG00000186141	-0.30417	0.6195
ENSG00000265491	-1.4397	0.92502
ENSG00000117281	-0.036578	0.51459
ENSG00000174827	1.1446	0.12618
ENSG00000117262	0.86462	0.19362
ENSG00000131791	0.3164	0.37585
ENSG00000131781	-0.5941	0.72378
ENSG00000131778	0.23387	0.40754
ENSG00000116128	0.98454	0.16243
ENSG00000162836	-0.69403	0.75617
ENSG00000265107	-0.52539	0.70034
ENSG00000121634	-0.67924	0.75151
ENSG00000188092	0.57425	0.2829
ENSG00000266338	0.17011	0.43246
ENSG00000178096	0.15523	0.43832
ENSG00000159164	-0.21685	0.58584
ENSG00000143368	0.11742	0.45326
ENSG00000014914	-0.14202	0.55647
ENSG00000264522	-0.64779	0.74144
ENSG00000136631	-0.14258	0.55669
ENSG00000023902	-0.081646	0.53254
ENSG00000143401	0.67673	0.24929
ENSG00000118298	0.78912	0.21502
ENSG00000117362	0.68375	0.24707
ENSG00000118292	0.0761	0.46967
ENSG00000159208	0.49616	0.30989
ENSG00000266472	2.3687	0.008925
ENSG00000117360	0.9316	0.17577
ENSG00000163125	1.9343	0.026541
ENSG00000143374	2.1585	0.015446
ENSG00000143369	0.71942	0.23594
ENSG00000143382	1.8622	0.031289
ENSG00000143384	2.9199	0.0017505
ENSG00000143420	3.3055	0.00047401
ENSG00000143457	3.4082	0.00032696
ENSG00000143452	3.6849	0.00011438
ENSG00000163131	2.4702	0.0067524
ENSG00000143387	2.3332	0.0098198
ENSG00000143437	2.5433	0.0054911
ENSG00000143379	2.4943	0.0063098
ENSG00000143418	2.6739	0.0037485
ENSG00000143412	2.0636	0.019527
ENSG00000163141	-0.19454	0.57712
ENSG00000143443	0.083094	0.46689
ENSG00000197622	0.46832	0.31978
ENSG00000213190	0.26769	0.39447
ENSG00000143458	0.10505	0.45817
ENSG00000143434	-0.034132	0.51361
ENSG00000163154	0.2381	0.4059
ENSG00000163155	-0.096341	0.53838
ENSG00000163156	0.10354	0.45877
ENSG00000163157	0.098678	0.4607
ENSG00000163159	0.59658	0.27539
ENSG00000143398	0.95422	0.16999
ENSG00000159352	0.73304	0.23177
ENSG00000143373	-0.58499	0.72072
ENSG00000143393	0.32365	0.3731
ENSG00000143390	0.74576	0.22791
ENSG00000143416	0.85531	0.19619
ENSG00000159377	1.0455	0.1479
ENSG00000143442	1.1935	0.11633
ENSG00000143375	0.25947	0.39764
ENSG00000143367	0.080588	0.46788
ENSG00000143376	-0.61904	0.73205
ENSG00000159409	-0.69772	0.75732
ENSG00000178796	-0.44167	0.67064
ENSG00000143436	-0.52943	0.70175
ENSG00000143450	-1.0994	0.86421
ENSG00000182134	0.5837	0.27971
ENSG00000213171	0.46838	0.31976
ENSG00000143365	0.50458	0.30693
ENSG00000225556	1.1776	0.11948
ENSG00000196407	1.1567	0.1237
ENSG00000159445	-1.0283	0.84809
ENSG00000197747	-1.2731	0.89852
ENSG00000163191	0.76708	0.22152
ENSG00000182898	0.58335	0.27983
ENSG00000159450	0.53512	0.29628
ENSG00000215853	-0.56371	0.71352
ENSG00000197915	-1.5313	0.93716
ENSG00000143631	-0.52169	0.69906
ENSG00000143520	0.2686	0.39412
ENSG00000143536	0.76439	0.22232
ENSG00000186207	-0.13177	0.55242
ENSG00000169509	-0.54137	0.70587
ENSG00000185966	0.63342	0.26323
ENSG00000163202	-1.1558	0.87612
ENSG00000187238	-1.6099	0.94629
ENSG00000185962	-1.5651	0.94122
ENSG00000187223	-0.77321	0.7803
ENSG00000187180	-0.23846	0.59424
ENSG00000159455	-1.9133	0.97215
ENSG00000187173	-0.98403	0.83745
ENSG00000187170	-0.35306	0.63798
ENSG00000198854	0.67774	0.24897
ENSG00000203786	0.40208	0.34381
ENSG00000240386	0.98052	0.16341
ENSG00000186226	0.22223	0.41207
ENSG00000172155	0.45734	0.32371
ENSG00000197084	-0.064711	0.5258
ENSG00000196734	-0.72432	0.76557
ENSG00000186844	-0.67169	0.74911
ENSG00000235942	-0.87512	0.80924
ENSG00000163206	-0.76214	0.77701
ENSG00000163207	-0.34791	0.63604
ENSG00000184148	-0.0037055	0.50148
ENSG00000169474	-0.19876	0.57877
ENSG00000163209	0.060966	0.47569
ENSG00000169469	0.43164	0.333
ENSG00000163216	-1.4789	0.93041
ENSG00000241794	0.85307	0.19681
ENSG00000196805	0.65799	0.25527
ENSG00000203785	0.43069	0.33335
ENSG00000244094	-0.97367	0.83489
ENSG00000159516	0.63028	0.26426
ENSG00000203784	-0.19161	0.57598
ENSG00000203783	-0.73709	0.76947
ENSG00000159527	1.3077	0.095485
ENSG00000163218	1.4616	0.071925
ENSG00000163220	0.20381	0.41925
ENSG00000163221	-0.21163	0.5838
ENSG00000143546	0.34278	0.36588
ENSG00000184330	1.1007	0.13552
ENSG00000197364	0.20539	0.41863
ENSG00000143556	-1.2423	0.89293
ENSG00000197956	0.32714	0.37178
ENSG00000196420	0.84288	0.19965
ENSG00000196154	0.88167	0.18898
ENSG00000188015	0.99074	0.16091
ENSG00000196754	0.73448	0.23133
ENSG00000188643	1.0495	0.14697
ENSG00000189334	1.0114	0.15591
ENSG00000189171	0.75258	0.22585
ENSG00000160678	0.53951	0.29477
ENSG00000160679	0.3954	0.34628
ENSG00000143553	0.44661	0.32758
ENSG00000143621	0.93762	0.17422
ENSG00000169418	1.0811	0.13982
ENSG00000143624	-0.74799	0.77277
ENSG00000143554	0.97786	0.16407
ENSG00000143614	1.6611	0.048351
ENSG00000198837	1.5036	0.066343
ENSG00000160741	1.5943	0.055431
ENSG00000143570	1.4878	0.068402
ENSG00000143578	1.5341	0.062505
ENSG00000143543	1.4374	0.075305
ENSG00000143545	1.5572	0.059706
ENSG00000177954	1.5013	0.066644
ENSG00000143552	0.78366	0.21662
ENSG00000143549	0.23078	0.40874
ENSG00000143612	0.52392	0.30017
ENSG00000143569	0.91921	0.17899
ENSG00000143575	1.4728	0.070402
ENSG00000143595	1.4308	0.076241
ENSG00000143515	1.0419	0.14873
ENSG00000160712	0.56976	0.28442
ENSG00000169291	-1.2302	0.89068
ENSG00000163239	-0.67276	0.74945
ENSG00000160714	0.92467	0.17757
ENSG00000160716	0.64956	0.25799
ENSG00000160710	-0.16091	0.56392
ENSG00000143603	-1.7094	0.95631
ENSG00000163344	0.80602	0.21012
ENSG00000163346	0.55282	0.29019
ENSG00000163348	1.468	0.071054
ENSG00000160691	1.3344	0.091042
ENSG00000173207	1.3834	0.083277
ENSG00000160688	1.4876	0.068434
ENSG00000163352	1.5178	0.064537
ENSG00000160685	0.12987	0.44834
ENSG00000163354	0.37443	0.35404
ENSG00000163357	0.47138	0.31868
ENSG00000143537	0.65681	0.25565
ENSG00000243364	0.87413	0.19102
ENSG00000143590	-0.3479	0.63604
ENSG00000169242	-1.0741	0.85861
ENSG00000169241	-0.98776	0.83837
ENSG00000179085	-0.86458	0.80637
ENSG00000163463	0.80216	0.21123
ENSG00000163462	0.90784	0.18198
ENSG00000169231	1.0201	0.15383
ENSG00000173171	1.1814	0.11872
ENSG00000116521	-0.14519	0.55772
ENSG00000176444	-0.32502	0.62742
ENSG00000143630	-0.0096927	0.50387
ENSG00000143627	0.062143	0.47522
ENSG00000160752	-0.5761	0.71773
ENSG00000225855	-0.52387	0.69982
ENSG00000160753	-0.70376	0.75921
ENSG00000116539	-0.69452	0.75632
ENSG00000125459	-0.78507	0.7838
ENSG00000163374	-1.7911	0.96336
ENSG00000132676	-3.1501	0.99918
ENSG00000116580	-3.0086	0.99869
ENSG00000132718	-1.1054	0.8655
ENSG00000143622	0.29968	0.38221
ENSG00000173080	0.38064	0.35174
ENSG00000116584	0.54435	0.2931
ENSG00000163479	-1.1974	0.88442
ENSG00000160803	-0.090082	0.53589
ENSG00000116586	0.63622	0.26232
ENSG00000132698	0.5879	0.2783
ENSG00000254726	0.45648	0.32402
ENSG00000160789	0.039563	0.48422
ENSG00000196189	1.1568	0.12367
ENSG00000160785	1.9129	0.027879
ENSG00000160783	2.2908	0.010988
ENSG00000260238	2.2885	0.011054
ENSG00000242252	0.67264	0.25059
ENSG00000160781	0.50141	0.30804
ENSG00000198952	0.34313	0.36575
ENSG00000163472	0.20075	0.42045
ENSG00000198715	0.12163	0.4516
ENSG00000189030	-0.026901	0.51073
ENSG00000163468	-0.019046	0.5076
ENSG00000163467	-0.65021	0.74222
ENSG00000132677	0.34816	0.36386
ENSG00000116604	1.1845	0.1181
ENSG00000183856	1.787	0.036965
ENSG00000187862	0.37297	0.35458
ENSG00000160818	0.3164	0.37585
ENSG00000132702	5.66E-05	0.49998
ENSG00000132692	-0.20081	0.57958
ENSG00000132688	-0.37476	0.64608
ENSG00000143320	0.41195	0.34019
ENSG00000143319	-1.4043	0.91988
ENSG00000143314	-0.36967	0.64419
ENSG00000143321	-0.67923	0.7515
ENSG00000143294	-0.16575	0.56582
ENSG00000027869	-0.20359	0.58066
ENSG00000198400	-0.95369	0.82988
ENSG00000027644	-0.52697	0.70089
ENSG00000187800	0.74135	0.22924
ENSG00000160838	-0.4826	0.68531
ENSG00000132694	-0.96012	0.8315
ENSG00000253831	-0.86109	0.80541
ENSG00000117036	2.5137	0.005974
ENSG00000143297	3.8337	6.31E-05
ENSG00000163518	5.4455	2.58E-08
ENSG00000160856	5.269	6.86E-08
ENSG00000132704	5.8771	2.09E-09
ENSG00000163534	5.105	1.65E-07
ENSG00000073754	3.6305	0.00014141
ENSG00000158473	-0.73289	0.76819
ENSG00000158477	-1.4423	0.9254
ENSG00000158481	-0.54953	0.70868
ENSG00000158485	0.055515	0.47786
ENSG00000158488	-0.082934	0.53305
ENSG00000186306	-0.46251	0.67814
ENSG00000180708	-0.79338	0.78622
ENSG00000173285	-1.1829	0.88157
ENSG00000198965	-1.101	0.86454
ENSG00000197532	-0.55788	0.71154
ENSG00000186440	-0.41178	0.65975
ENSG00000279111	-0.72086	0.7645
ENSG00000198967	-0.73665	0.76933
ENSG00000163554	-0.6739	0.74981
ENSG00000196171	-0.67159	0.74908
ENSG00000203757	0.50579	0.3065
ENSG00000180433	0.40356	0.34327
ENSG00000197403	0.81681	0.20702
ENSG00000188340	0.83765	0.20111
ENSG00000163563	0.52016	0.30147
ENSG00000163564	2.2111	0.013514
ENSG00000163565	2.8703	0.0020502
ENSG00000163568	2.0345	0.020952
ENSG00000162706	1.5755	0.057567
ENSG00000213088	2.2711	0.011571
ENSG00000179639	0.5667	0.28546
ENSG00000196266	1.4177	0.078143
ENSG00000196184	2.6589	0.0039201
ENSG00000184155	2.2344	0.012727
ENSG00000132703	0.68602	0.24635
ENSG00000132693	2.0537	0.020001
ENSG00000158716	0.42897	0.33397
ENSG00000181036	-2.7104	0.99664
ENSG00000158714	-1.261	0.89634
ENSG00000243284	-0.61624	0.73113
ENSG00000213085	-0.39026	0.65183
ENSG00000158710	-0.43709	0.66898
ENSG00000085552	-0.96266	0.83214
ENSG00000162723	0.42126	0.33678
ENSG00000143315	-0.38803	0.651
ENSG00000177807	2.0129	0.022065
ENSG00000162728	1.5435	0.061356
ENSG00000162729	1.3352	0.090909
ENSG00000018625	0.80193	0.2113
ENSG00000132681	1.6929	0.045236
ENSG00000143318	4.79	8.34E-07
ENSG00000162734	3.2977	0.00048745
ENSG00000132716	3.7125	0.00010261
ENSG00000162735	3.3353	0.00042601
ENSG00000122218	3.7563	8.62E-05
ENSG00000162736	3.4303	0.00030145
ENSG00000171786	2.7614	0.0028773
ENSG00000162738	4.854	6.05E-07
ENSG00000162739	2.1321	0.016498
ENSG00000066294	1.9018	0.028602
ENSG00000117090	3.6348	0.0001391
ENSG00000117091	3.0126	0.0012952
ENSG00000026751	4.6169	1.95E-06
ENSG00000122224	1.7538	0.039736
ENSG00000122223	0.67039	0.2513
ENSG00000179914	3.0593	0.0011091
ENSG00000158764	2.9058	0.0018317
ENSG00000158769	0.43939	0.33019
ENSG00000215845	1.3042	0.096082
ENSG00000158773	1.1723	0.12054
ENSG00000186517	0.059318	0.47635
ENSG00000162755	0.66318	0.25361
ENSG00000143256	-0.73203	0.76792
ENSG00000158793	-0.30568	0.62008
ENSG00000158796	-0.44295	0.6711
ENSG00000143222	-0.85533	0.80381
ENSG00000143258	-0.65193	0.74278
ENSG00000143224	-0.62714	0.73472
ENSG00000158850	-0.38413	0.64956
ENSG00000158859	-0.65284	0.74307
ENSG00000158864	-1.1392	0.87268
ENSG00000158869	-1.5023	0.93348
ENSG00000158874	-1.1313	0.87103
ENSG00000158882	-0.82722	0.79594
ENSG00000143257	-0.93748	0.82574
ENSG00000248485	3.9749	3.52E-05
ENSG00000158887	2.8849	0.0019578
ENSG00000143252	2.3705	0.0088829
ENSG00000188931	2.1649	0.015198
ENSG00000143226	1.0436	0.14834
ENSG00000173110	1.9985	0.02283
ENSG00000203747	1.211	0.11294
ENSG00000162747	0.18858	0.42521
ENSG00000072694	1.4318	0.076103
ENSG00000132185	1.4125	0.078897
ENSG00000162746	1.7356	0.041319
ENSG00000081721	1.5881	0.056129
ENSG00000118217	0.23894	0.40558
ENSG00000162745	-0.93888	0.8261
ENSG00000198929	0.80881	0.20931
ENSG00000239887	-0.56595	0.71429
ENSG00000198574	0.13949	0.44453
ENSG00000152332	-0.93884	0.82609
ENSG00000117143	-0.66001	0.74537
ENSG00000162733	-0.7051	0.75962
ENSG00000132196	0.70473	0.24049
ENSG00000117152	0.60401	0.27292
ENSG00000232995	-0.28722	0.61303
ENSG00000143228	-1.2893	0.90136
ENSG00000185630	-1.4803	0.9306
ENSG00000162761	0.43511	0.33174
ENSG00000143171	-0.38874	0.65126
ENSG00000162763	0.36251	0.35849
ENSG00000143198	-1.0352	0.84972
ENSG00000143149	-1.1221	0.86909
ENSG00000143183	0.29427	0.38428
ENSG00000143179	3.2149	0.00065241
ENSG00000188859	0.36473	0.35766
ENSG00000143157	0.65717	0.25554
ENSG00000152382	0.31164	0.37766
ENSG00000143195	0.22039	0.41278
ENSG00000143194	-0.1929	0.57648
ENSG00000143167	-0.5957	0.72431
ENSG00000143190	1.0294	0.15165
ENSG00000198821	2.0983	0.017941
ENSG00000143162	0.84039	0.20034
ENSG00000198771	0.85486	0.19631
ENSG00000197965	1.089	0.13809
ENSG00000143199	-0.239	0.59445
ENSG00000143158	-0.29742	0.61693
ENSG00000143164	-0.59128	0.72283
ENSG00000143147	-0.81563	0.79264
ENSG00000143155	0.027651	0.48897
ENSG00000213064	-0.80272	0.78893
ENSG00000143178	-0.40588	0.65758
ENSG00000143185	-0.83197	0.79729
ENSG00000143184	-0.83379	0.7978
ENSG00000143196	1.1786	0.11927
ENSG00000143153	0.73886	0.23
ENSG00000143156	1.5115	0.065334
ENSG00000117475	0.87401	0.19106
ENSG00000117477	1.1975	0.11555
ENSG00000117479	1.2182	0.11157
ENSG00000198734	-1.4958	0.93264
ENSG00000174175	-1.2709	0.89812
ENSG00000188404	2.1362	0.016333
ENSG00000007908	2.3074	0.010516
ENSG00000171806	1.0779	0.14054
ENSG00000000460	0.99038	0.16099
ENSG00000000457	0.64284	0.26016
ENSG00000075945	1.5682	0.058414
ENSG00000120370	0.75291	0.22575
ENSG00000116132	1.7175	0.042941
ENSG00000117501	0.15412	0.43876
ENSG00000007933	-0.73667	0.76934
ENSG00000094963	-0.31349	0.62305
ENSG00000010932	-1.3108	0.90503
ENSG00000076258	-1.8094	0.96481
ENSG00000117523	-0.55106	0.7092
ENSG00000034971	1.2715	0.10177
ENSG00000117533	1.4871	0.068495
ENSG00000010165	-1.0358	0.84985
ENSG00000197959	1.0733	0.14156
ENSG00000180999	-0.71023	0.76122
ENSG00000135845	-0.19997	0.57925
ENSG00000094975	0.77324	0.21969
ENSG00000117560	1.0356	0.15019
ENSG00000120337	-1.349	0.91134
ENSG00000117586	-0.016533	0.5066
ENSG00000117592	2.2684	0.011652
ENSG00000162753	1.5139	0.065023
ENSG00000183831	1.625	0.052078
ENSG00000076321	0.59293	0.27661
ENSG00000120334	1.1263	0.13002
ENSG00000117593	0.67192	0.25082
ENSG00000185278	-0.16716	0.56638
ENSG00000117601	1.0619	0.14415
ENSG00000135870	1.1459	0.12592
ENSG00000152061	1.5408	0.061684
ENSG00000203737	2.1043	0.017674
ENSG00000116161	-1.4285	0.92343
ENSG00000120333	0.78776	0.21542
ENSG00000120332	0.58705	0.27858
ENSG00000235750	1.1234	0.13064
ENSG00000116147	2.0512	0.020125
ENSG00000116183	-0.99653	0.8405
ENSG00000152092	-0.38812	0.65104
ENSG00000198797	0.078245	0.46882
ENSG00000120341	-0.45266	0.6746
ENSG00000075391	0.41731	0.33823
ENSG00000240021	-1.1652	0.87803
ENSG00000116191	-0.43092	0.66674
ENSG00000116194	0.048518	0.48065
ENSG00000116199	0.34104	0.36654
ENSG00000186283	0.49771	0.30935
ENSG00000143322	0.099134	0.46052
ENSG00000057252	2.4955	0.0062883
ENSG00000162779	2.7603	0.002887
