GENE_ID	ENSID	GENE_NAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000030638	ENSG00000140600	Sh3gl3	1962.033897	-0.225551061	0.064052879	-3.521325871	0.000429395	0.033061367
ENSMUSG00000032997	ENSG00000123989	Chpf	2539.487978	0.224935877	0.063940597	3.517888288	0.000434995	0.033336099
ENSMUSG00000032368	ENSG00000152977	Zic1	727.2310527	0.873862835	0.248535774	3.516044477	0.000438028	0.033412338
ENSMUSG00000029212	ENSG00000163288	Gabrb1	5223.174341	0.277775981	0.079190823	3.507678933	0.000452034	0.034204819
ENSMUSG00000070366	ENSG00000203805	Plpp4	111.8685218	0.609982502	0.173915338	3.507353109	0.000452588	0.034204819
ENSMUSG00000030707	ENSG00000102879	Coro1a	1322.78141	-0.257022922	0.073322792	-3.505361895	0.000455987	0.034303609
ENSMUSG00000008489	ENSG00000107105	Elavl2	1393.278429	0.657420378	0.187695856	3.50258334	0.00046077	0.034469904
ENSMUSG00000019124	ENSG00000136193	Scrn1	17692.85921	-0.115318077	0.032932576	-3.501641621	0.000462401	0.034469904
ENSMUSG00000039316	ENSG00000131378	Rftn1	492.7562296	-0.3314965	0.09473797	-3.499088065	0.000466852	0.034644248
ENSMUSG00000063457	ENSG00000115268	Rps15	8326.556334	-0.133801205	0.038272301	-3.496032428	0.000472231	0.034885556
ENSMUSG00000019122	ENSG00000275718	Ccl9	69.2588379	-1.78133653	0.510011874	-3.492735403	0.0004781	0.035160717
ENSMUSG00000021919	ENSG00000070748	Chat	1136.061245	0.754101223	0.216022036	3.490853229	0.000481481	0.035251264
ENSMUSG00000027583	ENSG00000130584	Zbtb46	312.6368119	-0.436021673	0.125213177	-3.482234718	0.000497248	0.036243827
ENSMUSG00000020841	ENSG00000108582	Cpd	4763.032182	-0.144893196	0.041640577	-3.479615464	0.000502134	0.036285444
ENSMUSG00000041377	ENSG00000171840	Ninj2	85.8399596	-0.629661647	0.180960295	-3.479556928	0.000502244	0.036285444
ENSMUSG00000037326	ENSG00000103326	Capn15	2319.980007	0.195309324	0.056231117	3.473331713	0.00051404	0.036974779
ENSMUSG00000010505	ENSG00000196132	Myt1	778.2020999	-0.329920794	0.095224921	-3.464647583	0.000530927	0.037838876
ENSMUSG00000038390	ENSG00000250510	Gpr162	4385.333222	0.187137423	0.054046529	3.462524363	0.000535133	0.037838876
ENSMUSG00000034792	ENSG00000060558	Gna15	76.68389044	0.676025557	0.195314338	3.461218288	0.000537737	0.037838876
ENSMUSG00000053768	ENSG00000106554	Chchd3	1854.123068	0.190604387	0.055071804	3.461015842	0.000538141	0.037838876
ENSMUSG00000038346	ENSG00000126746	Zfp384	1760.13774	0.240520078	0.069501189	3.460661323	0.00053885	0.037838876
ENSMUSG00000025650	0	Col7a1	331.5535668	0.951355153	0.274947073	3.46013923	0.000539896	0.037838876
ENSMUSG00000037946	ENSG00000127084	Fgd3	516.9597407	-0.272232783	0.078792152	-3.455074842	0.00055014	0.037978387
ENSMUSG00000034731	ENSG00000102780	Dgkh	8204.895064	-0.184662959	0.053446927	-3.455071576	0.000550147	0.037978387
ENSMUSG00000036578	ENSG00000221946	Fxyd7	488.9215637	-0.568372502	0.164504467	-3.455058159	0.000550174	0.037978387
ENSMUSG00000042770	ENSG00000013583	Hebp1	976.5813029	-0.301238743	0.087199805	-3.454580448	0.00055115	0.037978387
ENSMUSG00000018189	ENSG00000116750	Uchl5	1240.150549	0.391034541	0.113498475	3.445284538	0.000570459	0.03891124
ENSMUSG00000037996	ENSG00000155886	Slc24a2	22444.698	-0.206542205	0.059953945	-3.445014418	0.000571029	0.03891124
ENSMUSG00000038619	ENSG00000143420	Ensa	8215.287363	-0.155097085	0.045025537	-3.444647094	0.000571805	0.03891124
ENSMUSG00000028899	ENSG00000120656	Taf12	577.7464113	0.330223271	0.095944634	3.441810721	0.000577834	0.039159027
ENSMUSG00000010362	ENSG00000278023	Rdm1	158.0400791	-0.582485016	0.169330639	-3.43992687	0.000581871	0.039270332
ENSMUSG00000034118	ENSG00000169902	Tpst1	1894.507979	-0.281480934	0.081928011	-3.435710592	0.000591002	0.039656339
ENSMUSG00000044177	ENSG00000173714	Wfikkn2	32.39493678	-1.638178438	0.47689979	-3.435058	0.000592427	0.039656339
ENSMUSG00000054958	ENSG00000116981	Nt5c1a	100.7417106	0.622534347	0.181606138	3.427936705	0.000608187	0.04052828
ENSMUSG00000038828	ENSG00000119777	Tmem214	2768.270554	0.177759543	0.051880431	3.4263313	0.000611794	0.04052828
ENSMUSG00000048550	ENSG00000185875	Thnsl1	921.104549	0.348833307	0.101823711	3.425855352	0.000612867	0.04052828
ENSMUSG00000023828	ENSG00000146477	Slc22a3	390.0488905	-0.326508529	0.09536382	-3.423819725	0.000617476	0.040669081
ENSMUSG00000027669	ENSG00000114450	Gnb4	2104.295003	-0.372760041	0.109068962	-3.41765462	0.000631632	0.041435063
ENSMUSG00000024787	ENSG00000110025	Snx15	1233.442441	-0.230567477	0.067519321	-3.414837031	0.000638202	0.041544359
ENSMUSG00000022389	ENSG00000167074	Tef	17896.96352	-0.198906369	0.058248875	-3.414767598	0.000638365	0.041544359
ENSMUSG00000058966	ENSG00000149926	Tlcd3b	907.8566083	0.278017292	0.081628204	3.405897443	0.000659469	0.042744344
ENSMUSG00000057522	ENSG00000121067	Spop	8128.338822	-0.193473294	0.056822937	-3.404845049	0.000662016	0.042744344
ENSMUSG00000024953	ENSG00000126432	Prdx5	4439.705475	0.17259845	0.050731237	3.402212515	0.000668426	0.042988991
ENSMUSG00000073489	ENSG00000163563	Ifi204	41.38201541	1.180748096	0.347442859	3.398395061	0.000677825	0.043380157
ENSMUSG00000021149	ENSG00000107937	Gtpbp4	1906.466905	0.5030102	0.148048706	3.397599423	0.000679799	0.043380157
ENSMUSG00000043263	0	Ifi209	19.00306928	1.759739589	0.518151406	3.396188005	0.000683314	0.043435469
ENSMUSG00000022469	ENSG00000079337	Rapgef3	1381.267372	0.505973994	0.149143646	3.392527994	0.000692509	0.043720144
ENSMUSG00000024737	ENSG00000110446	Slc15a3	137.0058826	0.745004563	0.219628174	3.392117453	0.000693547	0.043720144
ENSMUSG00000021939	ENSG00000164733	Ctsb	22534.2869	0.121248964	0.035753656	3.391232651	0.00069579	0.043720144
ENSMUSG00000025224	ENSG00000107862	Gbf1	4321.358888	0.211381746	0.062358576	3.389778284	0.000699492	0.043784978
ENSMUSG00000092021	ENSG00000183347	Gbp11	52.41749501	-1.000683226	0.295679187	-3.384354629	0.000713458	0.044489389
ENSMUSG00000023367	ENSG00000002933	Tmem176a	388.8077542	0.434327501	0.128517391	3.379523163	0.000726117	0.044899721
ENSMUSG00000022091	ENSG00000120896	Sorbs3	1591.487445	-0.296441358	0.087733291	-3.378892491	0.000727785	0.044899721
ENSMUSG00000090733	0	Rps27	4037.193227	-0.172985291	0.051211383	-3.377868011	0.000730501	0.044899721
ENSMUSG00000038594	ENSG00000111860	Cep85l	1131.528086	1.496536133	0.443065715	3.377684351	0.000730989	0.044899721
ENSMUSG00000054770	ENSG00000155729	Kctd18	851.3080594	-0.292663065	0.086756441	-3.373387167	0.000742495	0.045351162
ENSMUSG00000032604	ENSG00000172053	Qars	2016.008007	-0.229748555	0.068134976	-3.371962068	0.000746347	0.045351162
ENSMUSG00000034271	ENSG00000140044	Jdp2	426.7858282	0.307225996	0.091114805	3.371855916	0.000746635	0.045351162
ENSMUSG00000058546	ENSG00000198242	Rpl23a	6879.066281	-0.136980921	0.040676764	-3.367547164	0.000758401	0.04587575
ENSMUSG00000007850	0	Hnrnph1	11197.63344	-0.443078597	0.131629803	-3.366096338	0.000762401	0.04587575
ENSMUSG00000068617	ENSG00000034239	Efcab1	348.0583966	-0.536301331	0.159346024	-3.365639865	0.000763663	0.04587575
ENSMUSG00000002059	ENSG00000109113	Rab34	873.25673	-0.396193431	0.117799798	-3.363277675	0.000770228	0.046101267
ENSMUSG00000034009	ENSG00000171509	Rxfp1	124.2815749	-1.61274413	0.479691703	-3.362042995	0.000773681	0.046139507
ENSMUSG00000047205	ENSG00000167065	Dusp18	1254.49789	-0.351512733	0.104589122	-3.360891914	0.000776912	0.046164349
ENSMUSG00000000296	ENSG00000111907	Tpd52l1	1128.016763	-0.278142903	0.082819901	-3.358406603	0.000783932	0.046198133
ENSMUSG00000038213	ENSG00000139192	Tapbpl	304.1628015	0.383172901	0.114106938	3.358015785	0.000785041	0.046198133
ENSMUSG00000031939	ENSG00000166012	Taf1d	970.3666166	-0.321276806	0.095683525	-3.357702451	0.000785932	0.046198133
ENSMUSG00000014470	ENSG00000158717	Rnf166	1570.757463	0.286552229	0.085434068	3.354074508	0.000796309	0.046553134
ENSMUSG00000096696	0	Zfp960	339.1928739	-0.417895188	0.124610566	-3.353609589	0.000797648	0.046553134
ENSMUSG00000049764	ENSG00000275004	Zfp280b	1143.149307	0.336456268	0.100356586	3.352607768	0.000800541	0.046556267
ENSMUSG00000076441	ENSG00000130707	Ass1	2297.007739	-0.174212405	0.052092825	-3.344268741	0.000824998	0.047700541
ENSMUSG00000033981	ENSG00000120251	Gria2	28254.72037	-0.131567605	0.039371596	-3.341688393	0.000832705	0.047700541
ENSMUSG00000001228	ENSG00000276043	Uhrf1	139.4227628	-0.567795753	0.169918556	-3.341575908	0.000833042	0.047700541
ENSMUSG00000033781	ENSG00000196372	Asb13	1629.744412	0.24478795	0.07326316	3.341214725	0.000834127	0.047700541
ENSMUSG00000073599	ENSG00000249751	Ecscr	82.62356743	-0.71327567	0.213491399	-3.341004244	0.000834759	0.047700541
ENSMUSG00000031112	ENSG00000134602	Stk26	1571.144138	-0.283699951	0.084979877	-3.338436837	0.000842512	0.047884396
ENSMUSG00000041375	ENSG00000105321	Ccdc9	1286.403117	-0.303643731	0.090965579	-3.338006918	0.000843816	0.047884396
ENSMUSG00000002274	ENSG00000103260	Metrn	1703.82568	0.249406369	0.074823293	3.333271742	0.000858311	0.048538948
ENSMUSG00000111327	0	Gm48401	132.3643007	-0.54555461	0.163799495	-3.330624486	0.000866514	0.048834471
ENSMUSG00000028218	ENSG00000188343	Cibar1	1327.925757	-0.228945889	0.068802392	-3.327586172	0.000876019	0.049201062
ENSMUSG00000026383	ENSG00000115109	Epb41l5	455.5301476	-0.382357028	0.114966189	-3.325821555	0.000881583	0.049344605
ENSMUSG00000022305	ENSG00000147650	Lrp12	2549.848635	0.255881962	0.07702444	3.322087921	0.000893465	0.049839564
ENSMUSG00000033569	ENSG00000135298	Adgrb3	5037.292236	-0.18138661	0.054691017	-3.316570449	0.000911296	0.050661884
ENSMUSG00000071415	ENSG00000125691	Rpl23	5513.585014	-0.154411709	0.046579877	-3.314987507	0.000916472	0.050777514
ENSMUSG00000026247	ENSG00000171551	Ecel1	1932.632164	0.610700938	0.184369085	3.31238254	0.00092505	0.051080181
ENSMUSG00000037972	ENSG00000184602	Snn	9505.232257	-0.177115443	0.053515001	-3.309641029	0.000934157	0.051368233
ENSMUSG00000021803	ENSG00000148600	Cdhr1	248.1105727	-0.427245468	0.129118898	-3.308930568	0.000936531	0.051368233
ENSMUSG00000026395	ENSG00000081237	Ptprc	231.3270954	0.505472132	0.152811903	3.307806007	0.000940299	0.051403023
ENSMUSG00000067028	0	Cntnap5b	725.7550597	-0.385086964	0.11661659	-3.302162775	0.000959424	0.052274251
ENSMUSG00000019467	ENSG00000240771	Arhgef25	2229.882673	0.260791037	0.079014652	3.300540213	0.000964989	0.052403367
ENSMUSG00000031788	ENSG00000140859	Kifc3	1553.971953	0.237694947	0.072050447	3.299007232	0.000970274	0.052516487
ENSMUSG00000062963	ENSG00000143222	Ufc1	1494.05425	-0.196082506	0.05951057	-3.29491899	0.000984501	0.053111215
ENSMUSG00000030530	ENSG00000140564	Furin	1384.700768	0.345441155	0.104874889	3.293840475	0.000988286	0.053140608
ENSMUSG00000022412	ENSG00000100335	Mief1	977.371892	0.241073265	0.073243232	3.291406721	0.000996877	0.053427379
ENSMUSG00000029570	ENSG00000106003	Lfng	472.3255336	0.402612542	0.122449261	3.287994872	0.001009037	0.053902942
ENSMUSG00000075289	ENSG00000172508	Carns1	1023.13214	-0.420608031	0.12798314	-3.286433133	0.001014649	0.054026744
ENSMUSG00000007891	ENSG00000117984	Ctsd	12750.85358	0.210648588	0.064146781	3.283852815	0.001023984	0.054347363
ENSMUSG00000018920	ENSG00000161921	Cxcl16	58.62176789	0.885196426	0.269730485	3.281781166	0.001031536	0.054552792
ENSMUSG00000051504	ENSG00000105383	Siglech	978.8007253	0.34371213	0.10477141	3.280590856	0.001035899	0.054552792
ENSMUSG00000048878	ENSG00000186834	Hexim1	1849.755432	0.261915665	0.079850767	3.280064492	0.001037834	0.054552792
ENSMUSG00000063234	0	Gpr84	44.52407126	0.853307115	0.260222047	3.279149961	0.001041203	0.05455504
ENSMUSG00000026270	ENSG00000142330	Capn10	1090.414253	0.260786001	0.079639378	3.274586135	0.001058169	0.055267412
ENSMUSG00000015714	ENSG00000143418	Cers2	3375.76988	-0.231477497	0.070764978	-3.271074236	0.001071398	0.055780712
ENSMUSG00000055093	0	Rps27a-ps3	739.2922199	-0.354335955	0.108387877	-3.269147483	0.001078721	0.055984233
ENSMUSG00000039414	ENSG00000008869	Heatr5b	2762.574851	0.16163975	0.049568608	3.260929808	0.001110475	0.057450455
ENSMUSG00000040430	ENSG00000154217	Pitpnc1	4847.21561	0.169568441	0.052119452	3.253457856	0.001140096	0.058797422
ENSMUSG00000089704	ENSG00000143641	Galnt2	480.5941076	0.528698731	0.162680677	3.249917213	0.001154386	0.058975505
ENSMUSG00000060985	ENSG00000162782	Tdrd5	57.47717595	-2.544028846	0.782890125	-3.249534978	0.001155939	0.058975505
ENSMUSG00000091405	ENSG00000197061	H4c14	132.2392375	0.777945494	0.239430015	3.249156103	0.001157479	0.058975505
ENSMUSG00000048000	ENSG00000204120	Gigyf2	3043.112165	0.28444122	0.087546114	3.24904448	0.001157934	0.058975505
ENSMUSG00000047030	ENSG00000158480	Spata2	2009.44391	0.199741613	0.061498856	3.247891499	0.001162636	0.059031671
ENSMUSG00000045328	ENSG00000138778	Cenpe	127.8536091	-1.101348282	0.33937289	-3.245245322	0.001173495	0.05939912
ENSMUSG00000032126	ENSG00000256269	Hmbs	783.4775534	-0.354645392	0.109350511	-3.243198316	0.001181959	0.059643474
ENSMUSG00000057858	ENSG00000165669	Fam204a	584.4275308	-0.298521196	0.09208529	-3.241790251	0.001187814	0.059755065
ENSMUSG00000036356	ENSG00000147408	Csgalnact1	428.6589454	0.577242322	0.178141515	3.240358221	0.001193796	0.059806161
ENSMUSG00000026234	ENSG00000115053	Ncl	11503.17137	-0.153608253	0.047412838	-3.239802963	0.001196123	0.059806161
ENSMUSG00000114251	0	Tmed10-ps	4.743950542	5.703069994	1.760869501	3.238780609	0.001200419	NA
ENSMUSG00000031543	ENSG00000029534	Ank1	1770.825663	0.440601725	0.13604479	3.238651958	0.00120096	0.059865497
ENSMUSG00000032479	ENSG00000047849	Map4	19501.02098	0.232049596	0.071758155	3.233773181	0.001221664	0.060713017
ENSMUSG00000060843	ENSG00000183230	Ctnna3	158.0454708	-0.492906416	0.15247299	-3.232745783	0.001226066	0.060747689
ENSMUSG00000022551	ENSG00000179091	Cyc1	3811.010318	0.172048095	0.053300858	3.22786726	0.001247168	0.06160711
ENSMUSG00000004902	ENSG00000182902	Slc25a18	645.3007183	0.690389508	0.214029637	3.225672478	0.001256771	0.061895021
ENSMUSG00000007122	ENSG00000143318	Casq1	31.1266913	-0.990900256	0.307387657	-3.223617582	0.001265823	0.062154193
ENSMUSG00000036568	ENSG00000112624	Bicral	2899.575776	0.254094475	0.078847161	3.222620472	0.001270237	0.062184755
ENSMUSG00000000982	ENSG00000276085	Ccl3	13.10787668	1.711249517	0.531180694	3.221595843	0.001274788	0.062221804
ENSMUSG00000030616	ENSG00000137501	Sytl2	1825.467369	-0.358671368	0.111409504	-3.219396493	0.001284607	0.062515013
ENSMUSG00000027562	ENSG00000104267	Car2	7013.401889	-0.336832113	0.104681719	-3.217678474	0.001292326	0.062704574
ENSMUSG00000053877	ENSG00000080603	Srcap	6826.311987	-0.168975693	0.052563059	-3.214723333	0.001305703	0.063166753
ENSMUSG00000030685	ENSG00000174943	Kctd13	2984.514864	-0.266816544	0.083094422	-3.211004263	0.00132272	0.063801775
ENSMUSG00000039059	ENSG00000101180	Hrh3	4898.273696	0.245835604	0.07664219	3.207575414	0.00133859	0.064377916
ENSMUSG00000019857	ENSG00000111875	Asf1a	378.8698532	0.30544837	0.095312009	3.20472073	0.001351936	0.064807543
ENSMUSG00000031256	ENSG00000101811	Cstf2	4474.288667	0.25017229	0.078081763	3.203978486	0.001355426	0.064807543
ENSMUSG00000029755	ENSG00000105880	Dlx5	545.8277226	0.290501019	0.090789099	3.199734595	0.001375542	0.065578161
ENSMUSG00000020846	ENSG00000183688	Rflnb	470.3954544	-0.332142201	0.103896898	-3.196844247	0.001389399	0.066046806
ENSMUSG00000018470	ENSG00000170049	Kcnab3	690.8188635	0.660568643	0.206777168	3.194591782	0.001400288	0.06637201
ENSMUSG00000022558	ENSG00000179832	Mroh1	2075.056921	0.451984516	0.141610821	3.191737136	0.0014142	0.066838257
ENSMUSG00000045252	ENSG00000105732	Zfp574	1283.275293	0.212787836	0.066692624	3.190575257	0.001419899	0.066914759
ENSMUSG00000041716	0	Gm20604	718.4603754	0.292164876	0.091615016	3.189050093	0.001427411	0.06703302
ENSMUSG00000033427	ENSG00000100024	Upb1	187.5234422	-0.872791356	0.273738875	-3.188408507	0.001430583	0.06703302
ENSMUSG00000043313	ENSG00000197479	Pcdhb19	654.922267	-0.246150949	0.077242749	-3.186719161	0.001438964	0.067233656
ENSMUSG00000021892	ENSG00000131370	Sh3bp5	1127.129225	-0.344416642	0.108168698	-3.184069404	0.001452202	0.067659406
ENSMUSG00000025188	ENSG00000107521	Hps1	1050.854689	-0.455786562	0.143247497	-3.181811698	0.001463569	0.06767517
ENSMUSG00000035692	ENSG00000187608	Isg15	82.13446061	0.850320498	0.267257225	3.181655797	0.001464357	0.06767517
ENSMUSG00000025316	ENSG00000172530	Banp	774.0276409	0.751036469	0.236128183	3.180630363	0.00146955	0.06767517
ENSMUSG00000005534	ENSG00000171105	Insr	3183.106722	-0.134620808	0.042332428	-3.180087063	0.001472308	0.06767517
ENSMUSG00000028484	ENSG00000164985	Psip1	8048.25204	-0.119861369	0.037693239	-3.179916903	0.001473173	0.06767517
ENSMUSG00000027995	ENSG00000137462	Tlr2	68.51420142	0.691736304	0.217599589	3.178941219	0.001478141	0.067713705
ENSMUSG00000058070	ENSG00000066629	Eml1	4520.987721	-0.322290599	0.101467794	-3.176284664	0.001491745	0.068146564
ENSMUSG00000048100	ENSG00000197780	Taf13	1017.979098	0.301188151	0.094899155	3.173770623	0.001504726	0.068548608
ENSMUSG00000026778	ENSG00000065675	Prkcq	792.3829722	-0.231921481	0.073111618	-3.172156316	0.001513115	0.068734841
ENSMUSG00000026834	ENSG00000123612	Acvr1c	3241.03682	-0.279729259	0.088204433	-3.171374156	0.001517196	0.068734841
ENSMUSG00000043298	ENSG00000179256	Smco3	426.0193034	-0.507828177	0.160200059	-3.169962475	0.001524586	0.068879379
ENSMUSG00000031766	ENSG00000070915	Slc12a3	115.0391413	0.829851705	0.26193648	3.168141014	0.001534171	0.069121984
ENSMUSG00000072940	0	Gm10443	29.23341362	-8.298211671	2.621956179	-3.164893348	0.001551398	0.069706653
ENSMUSG00000074892	ENSG00000183778	B3galt5	4418.781498	-0.178161445	0.05642898	-3.157268585	0.001592546	0.070898914
ENSMUSG00000025666	ENSG00000147027	Tmem47	4926.219234	0.182870566	0.057925897	3.156974284	0.001594154	0.070898914
ENSMUSG00000051391	ENSG00000170027	Ywhag	22460.43999	0.23340179	0.073937807	3.156731307	0.001595483	0.070898914
ENSMUSG00000002395	ENSG00000053501	Use1	1406.678895	-0.173042233	0.054824502	-3.156293759	0.001597878	0.070898914
ENSMUSG00000022801	ENSG00000186001	Lrch3	2008.885554	0.244370939	0.077430858	3.155989047	0.001599549	0.070898914
ENSMUSG00000066877	ENSG00000071051	Nck2	781.763559	0.292409085	0.092717089	3.153777653	0.001611718	0.071245769
ENSMUSG00000052151	ENSG00000141934	Plpp2	153.4959575	-0.493323512	0.156584817	-3.150519463	0.001629804	0.071851573
ENSMUSG00000055240	ENSG00000257446	Zfp101	679.5320977	-0.296321392	0.094114754	-3.148511567	0.001641042	0.072153066
ENSMUSG00000033063	ENSG00000154529	Cntnap3	1444.294417	-0.420908889	0.133804257	-3.145706252	0.001656863	0.072501957
ENSMUSG00000032281	ENSG00000103740	Acsbg1	5611.57086	0.283297985	0.090063457	3.145537547	0.001657819	0.072501957
ENSMUSG00000031229	ENSG00000085224	Atrx	8740.8071	-0.147434342	0.046923701	-3.142001537	0.001677972	0.073188121
ENSMUSG00000043889	0	Gm8399	2.762148556	-4.891927644	1.558267707	-3.139337112	0.001693305	NA
ENSMUSG00000037601	ENSG00000239672	Nme1	3373.924427	0.180268227	0.05743522	3.138635633	0.001697364	0.073837569
ENSMUSG00000024962	ENSG00000173511	Vegfb	1299.660565	0.182133576	0.058076473	3.136099096	0.001712113	0.074112773
ENSMUSG00000060147	ENSG00000124570	Serpinb6a	961.0498273	-0.380405093	0.121302884	-3.135993823	0.001712728	0.074112773
ENSMUSG00000010803	ENSG00000022355	Gabra1	6274.916011	0.37710435	0.120281586	3.135179388	0.001717491	0.074123275
ENSMUSG00000025246	ENSG00000101849	Tbl1x	4139.6885	-0.156095113	0.049809989	-3.133811446	0.001725517	0.074274221
ENSMUSG00000086436	0	Gm13690	4.183032666	5.522857677	1.763289997	3.132132371	0.001735416	NA
ENSMUSG00000043909	ENSG00000067369	Trp53bp1	5900.206687	0.232444106	0.074256244	3.130297118	0.001746296	0.074805777
ENSMUSG00000036249	ENSG00000184898	Rbm43	504.2344159	-0.352784213	0.112704108	-3.13018061	0.001746989	0.074805777
ENSMUSG00000070372	ENSG00000116489	Capza1	1907.026182	0.349892634	0.111876086	3.127501569	0.001762989	0.075294313
ENSMUSG00000038860	ENSG00000136895	Garnl3	2096.874835	-0.217818406	0.069717948	-3.12428022	0.001782406	0.075837683
ENSMUSG00000035206	ENSG00000005206	Sppl2b	2067.532696	0.258537748	0.082772657	3.123468021	0.001787333	0.075837683
ENSMUSG00000061533	ENSG00000100629	Cep128	518.7375669	-0.622200066	0.199225308	-3.12309753	0.001789584	0.075837683
ENSMUSG00000034614	ENSG00000100100	Pik3ip1	1034.580921	-0.243368711	0.077987438	-3.120614243	0.001804743	0.076282943
ENSMUSG00000051390	ENSG00000236104	Zbtb22	835.3603323	-0.241587118	0.077526045	-3.116205874	0.001831943	0.077233599
ENSMUSG00000032355	ENSG00000146147	Mlip	456.8457876	-0.409190301	0.131402117	-3.114031276	0.001845499	0.07760561
ENSMUSG00000009907	ENSG00000119541	Vps4b	2025.506713	-0.188320393	0.060567395	-3.109270175	0.001875501	0.078665528
ENSMUSG00000058099	ENSG00000235568	Nfam1	271.7270687	0.351785545	0.113246971	3.106357221	0.001894078	0.078687995
ENSMUSG00000069670	ENSG00000188580	Nkain2	2559.523539	-0.197182018	0.063477499	-3.106329364	0.001894256	0.078687995
ENSMUSG00000031626	ENSG00000154556	Sorbs2	7697.653796	-0.2177777	0.070113593	-3.106069612	0.001895921	0.078687995
ENSMUSG00000060904	ENSG00000120805	Arl1	3295.177187	-0.156277815	0.050320539	-3.105646687	0.001898634	0.078687995
ENSMUSG00000028399	ENSG00000153707	Ptprd	9062.711619	-0.221734343	0.071402143	-3.105429796	0.001900027	0.078687995
