GENE_ID	GENE_NAME	GENE_DESCRIPTION	EXPR WT O T3	baseMean	log2FoldChange	lfcSE	stat	FC	pvalue	padj
ENSMUSG00000020712	Tcam1	testicular cell adhesion molecule 1 	1	19.79	0.5	0.36	1.38	1.42	0.16677	0.6446
ENSMUSG00000094628	Gm3252	predicted gene 3252 	1	24.35	0.67	0.49	1.37	1.59	0.16978	0.64796
ENSMUSG00000093862	Gm5117	predicted gene 5117 	1	19.7	0.53	0.38	1.37	1.44	0.17035	0.64831
ENSMUSG00000021612	Slc6a18	solute carrier family 6 (neurotransmitter transporter), member 18 	1	24.06	-0.55	0.4	-1.36	0.68	0.17274	0.65105
ENSMUSG00000028971	Cort	cortistatin 	1	15.75	-0.86	0.63	-1.36	0.55	0.17301	0.65133
ENSMUSG00000037705	Tecta	tectorin alpha 	1	20.1	-0.64	0.47	-1.36	0.64	0.17393	0.65244
ENSMUSG00000079103	Tgm7	transglutaminase 7 	1	19.57	0.49	0.36	1.35	1.4	0.17753	0.65492
ENSMUSG00000109654	Gm3912	predicted gene 3912 	1	22.78	-0.85	0.63	-1.35	0.55	0.17782	0.65516
ENSMUSG00000029868	Trpv6	transient receptor potential cation channel, subfamily V, member 6 	1	16.95	-0.67	0.5	-1.34	0.63	0.17902	0.65585
ENSMUSG00000054293	P2ry10b	purinergic receptor P2Y, G-protein coupled 10B 	1	24.48	0.87	0.65	1.33	1.83	0.18352	0.66141
ENSMUSG00000091817	Gm17091	predicted gene 17091 	1	18.59	-0.56	0.42	-1.32	0.68	0.18527	0.66383
ENSMUSG00000114083	Gm47860	predicted gene, 47860 	1	20.5	0.51	0.38	1.32	1.42	0.18654	0.66534
ENSMUSG00000092528	Nlrp1c-ps	NLR family, pyrin domain containing 1C, pseudogene 	1	20.38	-0.49	0.37	-1.31	0.71	0.18886	0.66867
ENSMUSG00000079845	Xlr4a	X-linked lymphocyte-regulated 4A 	1	16.21	0.99	0.76	1.3	1.99	0.19367	0.67243
ENSMUSG00000002769	Gnmt	glycine N-methyltransferase 	1	17.85	0.5	0.38	1.3	1.41	0.19318	0.67243
ENSMUSG00000022780	Meltf	melanotransferrin 	1	18.38	-0.61	0.47	-1.3	0.66	0.19367	0.67243
ENSMUSG00000041062	Mslnl	mesothelin-like 	1	21.79	0.63	0.48	1.3	1.54	0.1946	0.67401
ENSMUSG00000022468	Endou	endonuclease, polyU-specific 	1	20.87	0.51	0.39	1.29	1.42	0.19557	0.67466
ENSMUSG00000044787	Spata32	spermatogenesis associated 32 	1	16.95	0.55	0.43	1.29	1.47	0.19589	0.67533
ENSMUSG00000027840	Wnt2b	wingless-type MMTV integration site family, member 2B 	1	24.6	0.59	0.46	1.28	1.5	0.20049	0.67787
ENSMUSG00000043155	Hpdl	4-hydroxyphenylpyruvate dioxygenase-like 	1	19.95	0.54	0.43	1.27	1.46	0.20454	0.68068
ENSMUSG00000020908	Myh3	myosin, heavy polypeptide 3, skeletal muscle, embryonic 	1	19.22	-0.67	0.53	-1.27	0.63	0.20494	0.68127
ENSMUSG00000045812	Olfr984	olfactory receptor 984 	1	20.2	-0.5	0.39	-1.27	0.71	0.20517	0.68161
ENSMUSG00000102493	Gm8010	predicted gene 8010 	1	21.36	0.54	0.43	1.26	1.45	0.20881	0.68598
ENSMUSG00000078302	Foxd1	forkhead box D1 	1	21.51	0.44	0.36	1.23	1.36	0.21716	0.69746
ENSMUSG00000047759	Hs3st3a1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 	1	20.46	-0.55	0.45	-1.23	0.68	0.21918	0.69968
ENSMUSG00000026114	Cnga3	cyclic nucleotide gated channel alpha 3 	1	17.22	0.76	0.62	1.22	1.69	0.22177	0.70106
ENSMUSG00000092210	A930009A15Rik	RIKEN cDNA A930009A15 gene 	1	18.09	0.5	0.41	1.22	1.41	0.22344	0.70346
ENSMUSG00000074768	Bhmt	betaine-homocysteine methyltransferase 	1	16.12	-0.96	0.79	-1.21	0.51	0.22458	0.70489
ENSMUSG00000000983	Wfdc18	WAP four-disulfide core domain 18 	1	23.01	-0.42	0.35	-1.21	0.75	0.22755	0.70745
ENSMUSG00000118670	0	mucin 19	1	18.39	0.47	0.4	1.2	1.39	0.23025	0.71127
ENSMUSG00000028943	Espn	espin 	1	18.63	-0.55	0.46	-1.2	0.68	0.23064	0.71153
ENSMUSG00000048827	Pkd1l3	polycystic kidney disease 1 like 3 	1	19.6	0.72	0.6	1.2	1.65	0.23074	0.71155
ENSMUSG00000026616	Cr2	complement receptor 2 	1	27.11	1.53	1.28	1.19	2.88	0.23331	0.71547
ENSMUSG00000079383	Gm3298	predicted gene 3298 	1	16.71	-0.71	0.6	-1.19	0.61	0.23467	0.7168
ENSMUSG00000049372	Olfr1183	olfactory receptor 1183 	1	21.25	0.54	0.46	1.18	1.45	0.23799	0.71955
ENSMUSG00000010651	Acaa1b	acetyl-Coenzyme A acyltransferase 1B 	1	23.24	-0.58	0.49	-1.18	0.67	0.23908	0.72015
ENSMUSG00000069607	Cd300ld3	CD300 molecule like family member D3 	1	16.67	0.77	0.66	1.17	1.71	0.24211	0.72363
ENSMUSG00000009545	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1 	1	27.05	-0.92	0.79	-1.17	0.53	0.24388	0.72467
ENSMUSG00000055602	Tcp10b	t-complex protein 10b 	1	22.11	0.49	0.42	1.16	1.4	0.24472	0.72516
ENSMUSG00000059901	Adamts14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 	1	17.81	-0.54	0.47	-1.16	0.69	0.24609	0.72744
ENSMUSG00000029352	Crybb3	crystallin, beta B3 	1	21.78	-0.52	0.44	-1.16	0.7	0.24626	0.72744
ENSMUSG00000043659	Npsr1	neuropeptide S receptor 1 	1	17.91	-0.78	0.68	-1.16	0.58	0.24656	0.72754
ENSMUSG00000021640	Naip1	NLR family, apoptosis inhibitory protein 1 	1	20.69	-0.42	0.37	-1.14	0.75	0.25277	0.73518
ENSMUSG00000079105	C7	complement component 7 	1	19.2	-0.6	0.53	-1.13	0.66	0.25674	0.73928
ENSMUSG00000069588	Gm11733	predicted gene 11733 	1	19.76	0.44	0.39	1.13	1.35	0.26014	0.74285
ENSMUSG00000031312	Itgb1bp2	integrin beta 1 binding protein 2 	1	17.6	-0.5	0.45	-1.12	0.71	0.26246	0.74372
ENSMUSG00000007591	Tssk4	testis-specific serine kinase 4 	1	19.94	-0.43	0.38	-1.12	0.74	0.26292	0.74408
ENSMUSG00000056569	Mpz	myelin protein zero 	1	24.45	-0.88	0.79	-1.12	0.54	0.26447	0.74439
ENSMUSG00000083927	Gm14749	predicted gene 14749 	1	17.83	0.48	0.44	1.11	1.4	0.26848	0.74752
ENSMUSG00000081965	Gm11620	predicted gene 11620 	1	17.35	0.45	0.41	1.1	1.37	0.27297	0.75151
ENSMUSG00000101152	Gm28305	predicted gene 28305 	1	18.53	-0.81	0.74	-1.1	0.57	0.2728	0.75151
ENSMUSG00000105422	Gm6089	predicted gene 6089 	1	21.95	0.43	0.39	1.1	1.35	0.27326	0.7518
ENSMUSG00000050926	Dcaf12l2	DDB1 and CUL4 associated factor 12-like 2 	1	23.05	0.51	0.46	1.09	1.42	0.27471	0.75333
ENSMUSG00000044244	Il20rb	interleukin 20 receptor beta 	1	17.8	-0.46	0.42	-1.09	0.73	0.27556	0.75358
ENSMUSG00000020679	Hnf1b	HNF1 homeobox B 	1	22.74	-0.41	0.38	-1.09	0.75	0.27586	0.75362
ENSMUSG00000115431	Gm3219	predicted pseudogene 3219 	1	17.13	0.51	0.47	1.09	1.43	0.27771	0.7559
ENSMUSG00000110458	Gm21769	predicted gene, 21769 	1	22.6	-0.48	0.44	-1.08	0.72	0.27902	0.75753
ENSMUSG00000055820	Olfr967	olfactory receptor 967 	1	18.55	-0.52	0.49	-1.08	0.7	0.28017	0.75796
ENSMUSG00000050777	Tmem37	transmembrane protein 37 	1	22.36	-0.39	0.36	-1.08	0.76	0.28044	0.75796
ENSMUSG00000118623	Gm52968	predicted gene, 52968 	1	25.79	-0.72	0.67	-1.07	0.61	0.28313	0.76095
ENSMUSG00000025481	Urah	urate (5-hydroxyiso-) hydrolase 	1	17.82	-0.49	0.46	-1.07	0.71	0.28399	0.76104
ENSMUSG00000019779	Frk	fyn-related kinase 	1	17.89	-0.51	0.48	-1.07	0.7	0.28441	0.76145
ENSMUSG00000106447	Gm42957	predicted gene 42957 	1	17.53	-0.44	0.41	-1.06	0.74	0.2878	0.76376
ENSMUSG00000049561	Olfr95	olfactory receptor 95 	1	19.79	-0.38	0.36	-1.06	0.77	0.28735	0.76376
ENSMUSG00000058163	Gm5431	predicted gene 5431 	1	21.35	0.43	0.4	1.06	1.34	0.28821	0.76381
ENSMUSG00000045555	Mettl24	methyltransferase like 24 	1	21.17	-0.42	0.39	-1.06	0.75	0.29053	0.76543
ENSMUSG00000060093	H4c1	H4 clustered histone 1 	1	21.29	0.72	0.68	1.05	1.64	0.29321	0.76799
ENSMUSG00000055088	Olfr354	olfactory receptor 354 	1	21.93	-0.37	0.35	-1.05	0.77	0.29363	0.76804
ENSMUSG00000040528	Milr1	mast cell immunoglobulin like receptor 1 	1	17.39	0.45	0.43	1.05	1.37	0.29466	0.76822
ENSMUSG00000074006	Omp	olfactory marker protein 	1	20.18	0.72	0.69	1.05	1.65	0.29398	0.76822
ENSMUSG00000084088	Gm12941	predicted gene 12941 	1	22.69	0.45	0.43	1.05	1.37	0.29429	0.76822
ENSMUSG00000090919	Pabpc4l	poly(A) binding protein, cytoplasmic 4-like 	1	17.07	-1.02	0.97	-1.05	0.49	0.2944	0.76822
ENSMUSG00000042622	Maff	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) 	1	20.49	0.49	0.47	1.04	1.41	0.29617	0.76914
ENSMUSG00000032311	Nrg4	neuregulin 4 	1	18.18	-0.6	0.57	-1.04	0.66	0.29639	0.76921
ENSMUSG00000036091	Hyal3	hyaluronoglucosaminidase 3 	1	22.97	-0.44	0.43	-1.03	0.74	0.30356	0.77473
ENSMUSG00000092094	Zfp804b	zinc finger protein 804B 	1	20.46	0.59	0.58	1.02	1.51	0.30649	0.77666
ENSMUSG00000006313	Upk1a	uroplakin 1A 	1	20.92	0.44	0.43	1.02	1.36	0.30673	0.77666
ENSMUSG00000026226	Spata3	spermatogenesis associated 3 	1	20.83	-0.37	0.36	-1.02	0.77	0.30673	0.77666
ENSMUSG00000099473	Gm18775	predicted gene, 18775 	1	18.07	0.42	0.42	1.02	1.34	0.30824	0.77776
ENSMUSG00000004371	Il11	interleukin 11 	1	18.47	-0.4	0.4	-1.02	0.76	0.3099	0.77927
ENSMUSG00000031504	Rab20	RAB20, member RAS oncogene family 	1	22.52	-0.49	0.49	-1.01	0.71	0.31111	0.77971
ENSMUSG00000066975	Cryba4	crystallin, beta A4 	1	23.39	0.49	0.48	1.01	1.4	0.31303	0.78128
ENSMUSG00000028794	A3galt2	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase) 	1	20.93	0.45	0.45	1.01	1.37	0.31424	0.78261
ENSMUSG00000036131	Frmd7	FERM domain containing 7 	1	22.43	0.44	0.43	1	1.35	0.31562	0.78373
ENSMUSG00000043911	Olfr922	olfactory receptor 922 	1	17.44	-0.49	0.49	-1	0.71	0.31614	0.7845
ENSMUSG00000046110	Serinc4	serine incorporator 4 	1	18.04	-0.39	0.39	-0.99	0.76	0.31978	0.78773
ENSMUSG00000037188	Grhl3	grainyhead like transcription factor 3 	1	20.74	-0.35	0.36	-0.99	0.78	0.32116	0.78789
ENSMUSG00000098021	Gm9522	predicted gene 9522 	1	20.23	-0.69	0.7	-0.98	0.62	0.32805	0.79328
ENSMUSG00000020317	Theg	testicular haploid expressed gene 	1	20.85	-0.38	0.4	-0.95	0.77	0.34215	0.8034
ENSMUSG00000014198	Zfp385c	zinc finger protein 385C 	1	17.84	0.56	0.59	0.95	1.47	0.34268	0.80412
ENSMUSG00000081670	Gm15697	predicted gene 15697 	1	20.63	-0.38	0.4	-0.95	0.77	0.34302	0.80423
ENSMUSG00000028327	Stra6l	STRA6-like 	1	20.75	-0.36	0.38	-0.94	0.78	0.34548	0.80539
ENSMUSG00000025916	Ppp1r42	protein phosphatase 1, regulatory subunit 42 	1	21.4	-0.38	0.4	-0.94	0.77	0.34618	0.80637
ENSMUSG00000067768	Xlr4b	X-linked lymphocyte-regulated 4B 	1	22.55	0.8	0.86	0.93	1.74	0.3533	0.80996
ENSMUSG00000068816	Olfr152	olfactory receptor 152 	1	21.23	-0.36	0.39	-0.93	0.78	0.35375	0.81005
ENSMUSG00000056586	Zar1l	zygote arrest 1-like 	1	20.11	-0.35	0.37	-0.93	0.79	0.35467	0.81058
ENSMUSG00000026874	Hc	hemolytic complement 	1	19.03	-0.48	0.52	-0.92	0.72	0.35892	0.81327
ENSMUSG00000057191	AB124611	cDNA sequence AB124611 	1	18.39	0.38	0.42	0.9	1.3	0.36979	0.81908
ENSMUSG00000007035	Msh5	mutS homolog 5 	1	22.13	-0.41	0.46	-0.89	0.75	0.3723	0.82024
ENSMUSG00000038527	C1rl	complement component 1, r subcomponent-like 	1	23.01	-0.42	0.48	-0.88	0.75	0.38102	0.8258
ENSMUSG00000075395	A630010A05Rik	RIKEN cDNA A630010A05 gene 	1	21.79	-0.31	0.36	-0.87	0.81	0.38457	0.8274
ENSMUSG00000106028	Gm8493	predicted gene 8493 	1	18.66	-0.33	0.38	-0.87	0.8	0.386	0.82784
ENSMUSG00000066269	Olfr575	olfactory receptor 575 	1	20.76	0.35	0.41	0.86	1.28	0.38829	0.82926
ENSMUSG00000096409	Olfr890	olfactory receptor 890 	1	22.64	0.4	0.47	0.85	1.32	0.3935	0.83304
ENSMUSG00000045288	Ush1g	USH1 protein network component sans 	1	20.63	-0.34	0.4	-0.85	0.79	0.39502	0.83441
ENSMUSG00000094035	Ldlrad2	low density lipoprotein receptor class A domain containing 2 	1	21.74	0.32	0.38	0.85	1.25	0.39714	0.83592
ENSMUSG00000080762	Gm11879	predicted gene 11879 	1	21.15	-0.31	0.37	-0.84	0.8	0.39813	0.83667
ENSMUSG00000029828	4921507P07Rik	RIKEN cDNA 4921507P07 gene 	1	18.73	0.35	0.41	0.84	1.27	0.39887	0.837
ENSMUSG00000109293	Dcst2	DC-STAMP domain containing 2 	1	17.98	0.34	0.41	0.84	1.27	0.39947	0.83745
ENSMUSG00000025359	Pmel	premelanosome protein 	1	20.37	-0.32	0.39	-0.84	0.8	0.40345	0.83794
ENSMUSG00000028755	Cda	cytidine deaminase 	1	21.46	0.37	0.45	0.83	1.29	0.40697	0.83984
ENSMUSG00000025515	Muc2	mucin 2 	1	18.53	0.38	0.46	0.82	1.3	0.413	0.84295
ENSMUSG00000028784	Spocd1	SPOC domain containing 1 	1	21.5	0.51	0.62	0.81	1.42	0.41683	0.84362
ENSMUSG00000059900	Tmem40	transmembrane protein 40 	1	20.25	-0.55	0.68	-0.81	0.68	0.41692	0.84362
ENSMUSG00000001103	Sebox	SEBOX homeobox 	1	23.18	-0.47	0.58	-0.81	0.72	0.41749	0.84403
ENSMUSG00000041361	Myzap	myocardial zonula adherens protein 	1	19.57	-0.48	0.6	-0.8	0.71	0.42237	0.8463
ENSMUSG00000033053	1700028P14Rik	RIKEN cDNA 1700028P14 gene 	1	21.98	-0.33	0.42	-0.78	0.8	0.43801	0.85227
ENSMUSG00000056148	Rdh9	retinol dehydrogenase 9 	1	23.53	-0.41	0.53	-0.77	0.75	0.44017	0.85357
ENSMUSG00000090219	4930516K23Rik	RIKEN cDNA 4930516K23 gene 	1	19.09	-0.34	0.44	-0.77	0.79	0.44239	0.85419
ENSMUSG00000082208	Gm15379	predicted gene 15379 	1	22	0.28	0.36	0.77	1.21	0.44319	0.85481
ENSMUSG00000114729	C330022B21Rik	RIKEN cDNA C330022B21 gene 	1	20.97	0.34	0.45	0.76	1.27	0.44545	0.85536
ENSMUSG00000090693	Trim43a	tripartite motif-containing 43A 	1	21.28	-0.3	0.39	-0.76	0.81	0.44537	0.85536
ENSMUSG00000056025	Clca3a1	chloride channel accessory 3A1 	1	21.02	0.27	0.35	0.76	1.2	0.44716	0.85625
ENSMUSG00000096107	Gm16505	predicted gene 16505 	1	21.86	-0.3	0.39	-0.76	0.81	0.44849	0.8565
ENSMUSG00000024485	Slc4a9	solute carrier family 4, sodium bicarbonate cotransporter, member 9 	1	18.27	-0.63	0.84	-0.75	0.65	0.45349	0.85889
ENSMUSG00000062859	Tcp11	t-complex protein 11 	1	18.82	-0.33	0.45	-0.74	0.79	0.45961	0.86073
ENSMUSG00000094421	Gm20778	predicted gene, 20778 	1	19.53	0.34	0.46	0.74	1.26	0.46119	0.86164
ENSMUSG00000030804	Gm21974	predicted gene 21974 	1	20.93	0.44	0.6	0.73	1.36	0.4628	0.86254
ENSMUSG00000116429	Ddit3	DNA-damage inducible transcript 3 	1	20.06	0.3	0.42	0.72	1.24	0.46989	0.86655
ENSMUSG00000075036	Gm10805	predicted gene 10805 	1	20.21	0.27	0.38	0.72	1.21	0.47189	0.86673
ENSMUSG00000087303	Lipo2	lipase, member O2 	1	19.04	-0.42	0.58	-0.72	0.75	0.47049	0.86673
ENSMUSG00000041596	Nlrp5-ps	NLR family, pyrin domain containing 5, pseudogene 	1	18.96	-0.37	0.52	-0.71	0.77	0.47718	0.86996
ENSMUSG00000041578	Crx	cone-rod homeobox 	1	19.54	0.3	0.42	0.71	1.23	0.47762	0.86998
ENSMUSG00000111942	Gm5182	predicted gene 5182 	1	18.39	0.58	0.82	0.7	1.49	0.48095	0.87007
ENSMUSG00000045019	Acer1	alkaline ceramidase 1 	1	18.27	0.32	0.45	0.71	1.25	0.4787	0.87007
ENSMUSG00000046924	Vmn1r179	vomeronasal 1 receptor 179 	1	19.83	-0.26	0.38	-0.7	0.83	0.48164	0.87023
ENSMUSG00000024210	Ip6k3	inositol hexaphosphate kinase 3 	1	18.64	0.28	0.4	0.7	1.22	0.48254	0.87069
ENSMUSG00000021055	Esr2	estrogen receptor 2 (beta) 	1	19.69	0.28	0.4	0.7	1.22	0.48334	0.87093
ENSMUSG00000030324	Rho	rhodopsin 	1	18.88	-0.36	0.52	-0.7	0.78	0.48346	0.87093
ENSMUSG00000049307	Fut4	fucosyltransferase 4 	1	18.72	0.3	0.43	0.69	1.23	0.4913	0.87274
ENSMUSG00000022422	Dscc1	DNA replication and sister chromatid cohesion 1 	1	20.39	-0.26	0.38	-0.69	0.83	0.49173	0.87274
ENSMUSG00000031364	Grpr	gastrin releasing peptide receptor 	1	19.99	0.33	0.49	0.68	1.26	0.49714	0.87582
ENSMUSG00000046826	Fam187b	family with sequence similarity 187, member B 	1	19.82	-0.32	0.48	-0.68	0.8	0.4986	0.87665
ENSMUSG00000118250	Gm5234	predicted gene 5234 	1	18.28	0.33	0.49	0.67	1.25	0.50251	0.87854
ENSMUSG00000038276	Asic3	acid-sensing (proton-gated) ion channel 3 	1	19.15	-0.32	0.49	-0.65	0.8	0.51382	0.88268
ENSMUSG00000090868	Trav9d-4	T cell receptor alpha variable 9D-4 	1	21.32	-0.28	0.43	-0.65	0.82	0.51436	0.88274
ENSMUSG00000079457	Gm7609	predicted pseudogene 7609 	1	20.62	-0.23	0.35	-0.65	0.86	0.51525	0.88298
ENSMUSG00000068122	Agtr2	angiotensin II receptor, type 2 	1	21.98	-0.41	0.63	-0.65	0.75	0.51631	0.88351
ENSMUSG00000005553	Atp4a	ATPase, H+/K+ exchanging, gastric, alpha polypeptide 	1	17.5	0.56	0.87	0.64	1.47	0.52023	0.88559
ENSMUSG00000074063	Osgin1	oxidative stress induced growth inhibitor 1 	1	19.64	-0.24	0.37	-0.64	0.85	0.52068	0.88584
ENSMUSG00000047420	Fam180a	family with sequence similarity 180, member A 	1	20.63	-0.27	0.43	-0.62	0.83	0.53474	0.89156
ENSMUSG00000034394	Lif	leukemia inhibitory factor 	1	21.22	-0.28	0.46	-0.61	0.82	0.54202	0.89356
ENSMUSG00000024791	Cdca5	cell division cycle associated 5 	1	18.56	0.27	0.45	0.61	1.21	0.54357	0.89372
ENSMUSG00000075091	Olfr1233	olfactory receptor 1233 	1	20.64	0.22	0.36	0.6	1.16	0.54742	0.89518
ENSMUSG00000078240	Gm3550	predicted gene 3550 	1	18.37	0.33	0.56	0.59	1.26	0.55323	0.89694
ENSMUSG00000041827	Oasl1	2'-5' oligoadenylate synthetase-like 1 	1	18.48	0.28	0.48	0.58	1.22	0.56057	0.89891
ENSMUSG00000110347	Gm45657	predicted gene 45657 	1	20.26	0.28	0.48	0.58	1.22	0.56111	0.89891
ENSMUSG00000045052	Prlhr	prolactin releasing hormone receptor 	1	19.63	0.35	0.61	0.57	1.27	0.56661	0.90147
ENSMUSG00000027611	Procr	protein C receptor, endothelial 	1	20.58	-0.29	0.51	-0.57	0.82	0.56769	0.90216
ENSMUSG00000070873	Lilra5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 	1	19.91	-0.25	0.45	-0.57	0.84	0.57035	0.90299
ENSMUSG00000074817	Papolb	poly (A) polymerase beta (testis specific) 	1	21.17	-0.22	0.39	-0.56	0.86	0.57341	0.9038
ENSMUSG00000027420	Bfsp1	beaded filament structural protein 1, in lens-CP94 	1	19.55	0.21	0.39	0.55	1.16	0.57947	0.90568
ENSMUSG00000021228	Acot3	acyl-CoA thioesterase 3 	1	18.56	0.32	0.58	0.54	1.25	0.58603	0.90604
ENSMUSG00000057068	Fam47e	family with sequence similarity 47, member E 	1	21.18	-0.27	0.5	-0.54	0.83	0.5897	0.90612
ENSMUSG00000052525	Spdya	speedy/RINGO cell cycle regulator family, member A 	1	18.64	0.25	0.5	0.51	1.19	0.61134	0.91223
ENSMUSG00000104633	Gm42421	predicted gene, 42421 	1	21.13	0.24	0.48	0.49	1.18	0.62389	0.91579
ENSMUSG00000047497	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12 	1	20.32	-0.17	0.37	-0.46	0.89	0.64418	0.92146
ENSMUSG00000061489	Olfr525	olfactory receptor 525 	1	20.98	-0.16	0.37	-0.44	0.89	0.65816	0.92633
ENSMUSG00000031253	Srpx2	sushi-repeat-containing protein, X-linked 2 	1	19.61	0.17	0.38	0.44	1.12	0.66081	0.92676
ENSMUSG00000040569	Slc26a7	solute carrier family 26, member 7 	1	21.11	-0.28	0.65	-0.43	0.82	0.66762	0.92726
ENSMUSG00000020798	Spns3	spinster homolog 3 	1	19.09	0.16	0.39	0.42	1.12	0.67563	0.92957
ENSMUSG00000116563	0	novel protein	1	18.06	0.34	0.83	0.4	1.26	0.68639	0.93302
ENSMUSG00000024697	Gna14	guanine nucleotide binding protein, alpha 14 	1	21.47	0.22	0.54	0.4	1.16	0.6912	0.93365
ENSMUSG00000098050	Gm5345	predicted gene 5345 	1	20.16	0.15	0.39	0.39	1.11	0.69592	0.93521
ENSMUSG00000090121	Abhd12b	abhydrolase domain containing 12B 	1	18.93	0.21	0.54	0.39	1.15	0.69963	0.93623
ENSMUSG00000114886	Gm48432	predicted gene, 48432 	1	18.94	-0.2	0.53	-0.37	0.87	0.71308	0.93822
ENSMUSG00000113871	Gm48349	predicted gene, 48349 	1	19.83	-0.15	0.39	-0.37	0.9	0.71131	0.93822
ENSMUSG00000099615	Gm28362	predicted gene 28362 	1	19.97	0.16	0.44	0.35	1.11	0.72619	0.94283
ENSMUSG00000114902	Gm4118	predicted gene 4118 	1	20	-0.16	0.46	-0.34	0.9	0.73311	0.94497
ENSMUSG00000103711	Tstd1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 	1	20.63	0.12	0.4	0.3	1.09	0.7608	0.95057
ENSMUSG00000031651	Triml1	tripartite motif family-like 1 	1	20.63	0.12	0.42	0.3	1.09	0.76758	0.95126
ENSMUSG00000022676	Snai2	snail family zinc finger 2 	1	19.61	-0.13	0.46	-0.28	0.91	0.77998	0.95509
ENSMUSG00000093456	Gm20662	predicted gene 20662 	1	20.81	0.16	0.59	0.28	1.12	0.78094	0.95531
ENSMUSG00000079428	Tceal7	transcription elongation factor A (SII)-like 7 	1	20.69	0.1	0.38	0.26	1.07	0.79742	0.96221
ENSMUSG00000094127	G530012D18Rik	RIKEN cDNA G530012D1 gene 	1	20.53	-0.12	0.48	-0.25	0.92	0.8012	0.9631
ENSMUSG00000042540	Acot5	acyl-CoA thioesterase 5 	1	19.82	0.12	0.5	0.24	1.09	0.80864	0.96476
ENSMUSG00000044092	C130050O18Rik	RIKEN cDNA C130050O18 gene 	1	20.5	0.08	0.38	0.21	1.06	0.83227	0.97099
ENSMUSG00000111409	Gm49380	predicted gene, 49380 	1	19.56	-0.11	0.57	-0.19	0.93	0.84725	0.97348
ENSMUSG00000118423	Lrrc70	leucine rich repeat containing 70 	1	20.14	0.07	0.38	0.18	1.05	0.85495	0.97434
ENSMUSG00000023903	Mmp25	matrix metallopeptidase 25 	1	19.77	0.07	0.42	0.17	1.05	0.86608	0.97764
ENSMUSG00000047963	Stbd1	starch binding domain 1 	1	20.1	0.08	0.47	0.16	1.05	0.86917	0.97793
ENSMUSG00000023940	Sgo1	shugoshin 1 	1	20.38	-0.07	0.45	-0.16	0.95	0.8733	0.97811
ENSMUSG00000006014	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) 	1	19.93	0.12	0.74	0.15	1.08	0.87698	0.97876
ENSMUSG00000094553	Vmn1r50	vomeronasal 1 receptor 50 	1	19.53	0.07	0.51	0.14	1.05	0.8852	0.97992
ENSMUSG00000070407	Hs3st3b1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	1	20.17	0.05	0.39	0.12	1.03	0.90498	0.98333
ENSMUSG00000066372	Vmn2r65	vomeronasal 2, receptor 65 	1	19.77	-0.04	0.41	-0.1	0.97	0.92307	0.98677
ENSMUSG00000114216	Gm48592	predicted gene, 48592 	1	19.95	0.01	0.41	0.04	1.01	0.97114	0.99523
ENSMUSG00000059479	B3gnt8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 	1	20.01	-0.01	0.59	-0.01	0.99	0.98948	0.99808
ENSMUSG00000046593	Tmem215	transmembrane protein 215 	1	21.89	1.36	0.79	1.71	2.56	NA	NA
ENSMUSG00000076498	Trbc2	T cell receptor beta, constant 2 	1	22.95	-0.68	0.85	-0.8	0.62	NA	NA
ENSMUSG00000068428	Gmnc	geminin coiled-coil domain containing 	1	25.84	-1.96	0.91	-2.15	0.26	NA	NA
ENSMUSG00000047230	Cldn2	claudin 2 	1	58.68	-2.62	1.53	-1.71	0.16	NA	NA
ENSMUSG00000068323	Slc4a5	solute carrier family 4, sodium bicarbonate cotransporter, member 5 	1	91.9	-3.48	1.35	-2.59	0.09	NA	NA
ENSMUSG00000005198	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A 	2	5268.16	0.59	0.04	14.94	1.51	0	0
ENSMUSG00000031314	Taf1	TATA-box binding protein associated factor 1 	2	2700.86	-1.21	0.09	-14.02	0.43	0	0
ENSMUSG00000051617	Krt9	keratin 9 	2	1168.8	-0.82	0.07	-12.61	0.57	0	0
ENSMUSG00000034135	Sik3	SIK family kinase 3 	2	10498.36	-0.8	0.09	-9.23	0.58	0	0
ENSMUSG00000020932	Gfap	glial fibrillary acidic protein 	2	5951.57	1.14	0.13	8.78	2.2	0	0
ENSMUSG00000026888	Grb14	growth factor receptor bound protein 14 	2	889.87	-0.68	0.08	-8.22	0.62	0	0
ENSMUSG00000051506	Wdfy4	WD repeat and FYVE domain containing 4 	2	144.7	1.73	0.23	7.54	3.32	0	0
ENSMUSG00000022797	Tfrc	transferrin receptor 	2	4034.3	0.45	0.06	7.2	1.37	0	0
